premise,hypothesis,label,o_index,id
a child in a green and white sports uniform is running over the grass,there is no little boy wearing a green soccer strip and running on the grass,neutral,3944,7651
a child in a green and white uniform for sports is running over the grass,a little boy is wearing a green soccer strip and is running on the grass,neutral,3945,7652
a little boy is wearing a green soccer strip and is running on the grass,a child in a green and white sports uniform is resting on the grass,neutral,3946,7653
a child in a green and white sports uniform is running over the grass,a little boy is wearing a green soccer strip and is running on the grass,neutral,3947,7654
a girl in a black hat is wearing a bikini at the beach,a black girl with no bikini is wearing a hat at the beach,neutral,3948,7657
a young lady in a bikini is lying on the beach,a lady who looks young is lying on the beach,entailment,3949,7658
a young lady in a bikini is lying on the beach,a young lady in a bikini is standing on the beach,neutral,3950,7659
a lady who looks young is lying on the beach,a girl in a black hat is wearing a bikini at the beach,neutral,3951,7660
the girl in the black hat is wearing a bikini at the beach,a young lady in a bikini is lying on the beach,neutral,3952,7662
a young lady in a bikini is lying on the beach,a girl in a black hat is wearing a bikini at the beach,neutral,3953,7665
the man is doing a handstand on the wet shore at the edge of the water at the beach,the man is doing a handstand on the wet sand at the edge of the water at the beach,entailment,3954,7666
a man is performing a handstand on the beach,a handstand is being performed by a man on the beach,entailment,3955,7668
a man is sitting on the beach,a man is performing a handstand on the beach,neutral,3956,7669
the man is doing a handstand on the wet sand at the edge of the water at the beach,a handstand is being performed by a man on the beach,entailment,3957,7670
the man is doing a handstand on the wet shore at the edge of the water at the beach,a man is performing a handstand on the beach,entailment,3958,7672
a boy of young age is playing in the park with his mother,a young boy is playing in the park with his mother,entailment,3959,7675
the boy in blue is running away from the woman in blue,a boy in blue is running away from a woman in blue,entailment,3960,7678
a young boy is playing in the park with his mother,the boy in blue is running away from the woman in blue,neutral,3961,7680
a young boy is playing in the park with his mother,a boy in blue is running towards a woman in blue,neutral,3962,7681
a boy of young age is playing in the park with his mother,a boy in blue is running away from a woman in blue,neutral,3963,7682
a little boy with brown hair is jumping off of a brown chair onto the floor,there is no little boy with brown hair jumping off of a brown chair onto the floor,contradiction,3964,7687
a young boy is quickly jumping off a chair,a young boy is jumping off a chair,entailment,3965,7688
a young boy is jumping off a chair,a young boy is jumping onto a chair,contradiction,3966,7689
one little boy with brown hair is jumping off of the brown chair onto the floor,a young boy is jumping off a chair,entailment,3967,7692
two balls are bouncing against some colorful kids,two kids are bouncing on colorful balls,neutral,3968,7697
the children are not wearing black tights and are not hopping,the children are wearing black tights and hopping,contradiction,3969,7699
two kids are bouncing on colorful balls,some children are wearing black tights and hopping,neutral,3970,7700
the children are not wearing black tights and are not hopping,two kids are bouncing on colorful balls,neutral,3971,7701
two children are bouncing on colorful balls,the children are wearing black tights and hopping,neutral,3972,7702
two kids are sitting on colorful balls,the children are wearing black tights and hopping,neutral,3973,7703
a little girl is frowning and taking off a fake nose and glasses,a little girl is smiling and wearing a fake nose and glasses,neutral,3974,7707
a little girl is smiling and wearing a fake nose and glasses,the blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,neutral,3975,7711
the blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,the little girl is smiling and wearing a fake nose and glasses,entailment,3976,7712
the blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,a little girl is smiling and wearing a fake nose and glasses,entailment,3977,7714
a man is squirting water into the mouth of a white dog with a squirt gun,there is no man squirting water into the mouth of a white dog with a squirt gun,contradiction,3978,7716
a man is squirting water into the mouth of a white dog with a squirt gun,the man is spraying a super soaker into the mouth of the dog,neutral,3979,7719
a man is spraying a super soaker into the mouth of a dog,there is no man squirting water into the mouth of a white dog with a squirt gun,contradiction,3980,7722
a man is spraying a super soaker into the mouth of a dog,a man is squirting water into the mouth of a white dog with a squirt gun,neutral,3981,7723
a boy under an umbrella is being held by his father who is wearing a coat dyed in blue,a boy under an umbrella is being held by his father who is wearing a blue coat,entailment,3982,7724
a child is experiencing a new world,a child is falling asleep,neutral,3983,7728
a boy under an umbrella is being held by his father who is wearing a blue coat,a child is amazedly experiencing a new world,neutral,3984,7729
a child is experiencing a new world,a boy under an umbrella is being held by his father who is wearing a coat dyed in blue,neutral,3985,7731
a child is experiencing a new world,a boy under an umbrella is being let go by his father who is wearing a blue coat,neutral,3986,7732
a boy who is wearing a blue coat is being held by his father under an umbrella,a child is experiencing a new world,neutral,3987,7733
a dog is playing alone on the shore covered by snow,a dog is walking along a snowdrift,neutral,3988,7739
a dog is sleeping on a beach covered by snow,a dog is walking along a snowdrift,neutral,3989,7740
a dog is walking along the snowdrift,a dog is playing alone on a beach covered by snow,neutral,3990,7741
a dog is playing alone on a beach covered by snow,there is no dog walking along a snowdrift,neutral,3991,7742
a light brown dog is running up a street,the light brown dog is running up a street,entailment,3992,7744
the dog is running into a brown light,a light brown dog is running up a street,neutral,3993,7746
a great dog is climbing a steep hill,a great dog is wildly climbing a steep hill,entailment,3994,7747
a great dog is climbing a steep hill,the light brown dog is running up a street,neutral,3995,7751
a great dog is climbing a steep hill,there is no light brown dog running up a street,neutral,3996,7752
the dog is running into a brown light,a great dog is climbing a steep hill,neutral,3997,7753
a great dog is climbing a steep hill,a light brown dog is running up a street,neutral,3998,7754
a man and a woman are walking down the street of a city,a man and a woman are walking down a city street,entailment,3999,7755
people are walking through a crowded street,people are walking through a street which is crowded,entailment,4000,7757
people are walking through a street which is crowded,a man and a woman are walking down a city street,neutral,4001,7760
a man and a woman are walking down the street of a city,people are walking through a crowded street,neutral,4002,7763
people are walking through a crowded street,a man and a woman are idling in a city street,neutral,4003,7764
a surfer is riding a big wave,the surfer is riding a big wave,entailment,4004,7768
the surfer is riding a small wave,the surfer is riding a big wave,contradiction,4005,7769
a surfer is riding a big wave across dark green water,a surfer is riding a big wave,entailment,4006,7771
a surfer is riding a big wave across dark green water,the surfer is riding a big wave,entailment,4007,7776
the shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,the shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses,entailment,4008,7777
the shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,the shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,contradiction,4009,7778
the muscular black man is dancing and the man behind him is wearing green beads,the muscular man is dancing and the man behind him is wearing green beads,entailment,4010,7779
the muscular black man is dancing and the man behind him is wearing green beads,the muscular white man is dancing and the man behind him is wearing green beads,neutral,4011,7780
the muscular man is dancing and the man behind him is wearing green beads,the shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,neutral,4012,7781
the shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,the muscular white man is dancing and the man behind him is wearing green beads,neutral,4013,7782
the muscular black man is dancing and the man behind him is wearing green beads,the shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,neutral,4014,7784
the muscular black man is dancing and the man behind him is wearing green beads,the shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,neutral,4015,7785
there is no person wearing grey pants who is airborne on a snowboard,a person wearing grey pants is airborne on a snowboard,contradiction,4016,7787
a snowboarder is jumping through the air,a person wearing grey pants is airborne on a snowboard,neutral,4017,7790
a person is wearing grey pants on a snowboard,a snowboarding man is jumping through the air,neutral,4018,7792
there is no person wearing grey pants who is airborne on a snowboard,a snowboarding man is jumping through the air,neutral,4019,7793
a snowboarding man is jumping through the air,a person wearing grey pants is airborne on a snowboard,neutral,4020,7794
a tennis player with a green headband is hitting the ball,a tennis player with a green headband is missing the ball,contradiction,4021,7798
a man is crouching and holding a camera,a person is crouching and holding a camera,entailment,4022,7804
a man is crouching and holding a camera,a woman is crouching and holding a camera,neutral,4023,7805
a man is squatting in brush and taking a photograph,there is no man squatting in brush and taking a photograph,contradiction,4024,7807
a man is squatting in brush and taking a photo,a man is crouching and holding a camera,entailment,4025,7808
a man is squatting in brush and taking a photograph,a person is crouching and holding a camera,entailment,4026,7810
a man is squatting in brush and taking a photograph,a woman is crouching and holding a camera,neutral,4027,7811
some dogs are playing in a river,some dogs are playing in a stream,entailment,4028,7813
some dogs are playing in a stream,two dogs are looking at something that is moving in the water,neutral,4029,7817
two dogs are looking at something that is splashing in the water,some dogs are playing in a river,neutral,4030,7819
two dogs are looking at something that is splashing in the water,some dogs are playing in a stream,neutral,4031,7821
a black dog is jumping from a cylindrical hay bale,a black dog is leaping from a cylindrical hay bale,entailment,4032,7822
a white dog is leaping from a cylindrical hay bale,a black dog is leaping from a cylindrical hay bale,neutral,4033,7823
a brown dog is jumping in the air,there is no brown dog jumping in the air,contradiction,4034,7834
there is no brown dog jumping in the air,the brown dog is jumping in the air,contradiction,4035,7836
a brown dog is jumping in the water,a brown dog is jumping in the air,neutral,4036,7838
the brown dog is jumping in the air,a brown dog is jumping in the air,entailment,4037,7839
a man on a horse is riding on a track and waving,a man on a motorcycle is riding on a track and waving,neutral,4038,7841
a man on a motorcycle is riding on a track and waving,the person on the motorcycle is holding up his arm,neutral,4039,7844
a man on a horse is riding on a track and waving,the person on the motorcycle is holding up an arm,neutral,4040,7847
two adults are standing on a scooter in a field of yellow flowers,two adults are standing on a scooter in a field of flowers,entailment,4041,7849
two people wearing helmets are riding over the yellow and white flowers,two people wearing helmets are driving over the yellow and white flowers,entailment,4042,7851
a person is riding a dirt bike up a dirt hill,a person is riding a dirt bike down a dirt hill,neutral,4043,7859
there is no person riding a bike along a muddy trail,a person is riding a bike along a muddy trail,contradiction,4044,7861
a man is riding a dirt bike down a dirt hill,a person is riding a bike along a muddy trail,neutral,4045,7864
a person is riding a bike along a muddy trail,a person is riding a dirt bike down a dirt hill,neutral,4046,7866
a man in blue is riding a horse on a dirt road,a man in blue is riding a animal on a dirt road,entailment,4047,7867
a man in blue is riding a horse on a dirt road,a woman in blue is riding a horse on a dirt road,neutral,4048,7868
a man in blue is riding a horse on a dirt road,a man is riding a dirty horse on a blue road,neutral,4049,7869
a white horse is being ridden by a man in a blue cowboy hat,a man in blue is riding a horse on a dirt road,neutral,4050,7872
a man in a blue cowboy hat is riding a white horse,a woman in blue is riding a horse on a dirt road,neutral,4051,7875
a man in a blue cowboy hat is riding a white horse,a man is riding a dirty horse on a blue road,neutral,4052,7876
three people are driving atvs,atvs are being driven by three people,entailment,4053,7878
three people are driving four wheel atvs in a street,three people are driving four wheel atvs in a field,neutral,4054,7881
three people are driving four wheel atvs in a field,atvs are being driven by three people,entailment,4055,7884
two white dogs and one brown dog are chasing a ball,two white dogs and one brown dog are chasing a toy,entailment,4056,7887
two white dogs and one brown dog are not chasing a ball,two white dogs and one brown dog are chasing a ball,contradiction,4057,7888
two white cats are playing with a brown dog and a ball,two white dogs are playing with a brown dog and a ball,neutral,4058,7890
two white dogs are playing with a brown dog and a tennis ball,two white dogs and one brown dog are chasing a ball,neutral,4059,7891
two white cats are playing with a brown dog and a ball,two white dogs and one brown dog are chasing a ball,neutral,4060,7892
two white dogs are playing with a brown dog and a ball,two white dogs and one brown dog are chasing a toy,entailment,4061,7893
a white race car is driving through a puddle,a white racing vehicle is driving through a puddle,entailment,4062,7896
the white rally car is throwing mud into the air and is approaching a bend in the track,a white rally car is throwing mud into the air and is approaching a bend in the track,entailment,4063,7898
a white rally car is throwing mud into the air and is approaching a bend in the track,a black rally car is throwing mud into the air and is approaching a bend in the track,neutral,4064,7899
a white race car is driving through a puddle,the white rally car is throwing mud into the air and is approaching a bend in the track,neutral,4065,7900
a white rally car is throwing mud into the air and is approaching a bend in the track,a white racing vehicle is driving through a puddle,entailment,4066,7902
a white rally car is throwing mud into the air and is approaching a bend in the track,there is no white race car driving through a puddle,neutral,4067,7903
a dog is jumping at a shiny blue soccer ball in a field of dry leaves,there is no dog jumping at a shiny blue soccer ball in a field of dry leaves,contradiction,4068,7906
a big black dog is wearing a red collar and is in the leaves with a blue ball,a little black dog is wearing a red collar and is in the leaves with a blue ball,neutral,4069,7909
a little black dog is wearing a red collar and is in the leaves with a blue ball,an animal is jumping at a shiny blue soccer ball in a field of dry leaves,neutral,4070,7912
a dog is not running towards a ball,a dog is running towards a ball,contradiction,4071,7917
a dog is running towards a ball,there is no dog running through a field and chasing a ball,neutral,4072,7921
a dog is not running towards a ball,a dog is running through a field and is chasing a ball,contradiction,4073,7923
four athletes are with a man in a crowded stadium,four athletes are with a person in a crowded stadium,entailment,4074,7925
four athletes are with a man in a crowded stadium,four athletes are with a woman in a crowded stadium,neutral,4075,7926
a person in a pink jacket is running onto the field,a person in pink is running onto the field,entailment,4076,7927
a person in a pink jacket is running onto the field,four athletes are with a man in a crowded stadium,neutral,4077,7933
a fur scarf is being held by an asian woman,an asian woman is holding a fur scarf,entailment,4078,7934
an asian woman is holding a fur scarf,there is no asian woman holding a fur scarf,contradiction,4079,7935
a woman dressed in elegant clothing is inside a crowd of people and is looking down,an elegant woman is inside a crowd of people and is looking down,entailment,4080,7936
an asian woman is holding a fur scarf,a woman dressed in elegant clothing is inside a crowd of people and is looking up,neutral,4081,7939
a woman dressed in elegant clothing is inside a crowd of people and is looking down,a fur scarf is being held by an asian woman,neutral,4082,7940
a boy in a white tshirt is splashing in shallow water,there is no boy in a white tshirt splashing in shallow water,contradiction,4083,7946
a boy in a white tshirt is splashing in shallow water,a boy is running through the sea at the beach,neutral,4084,7949
two football players are scrambling for the ball on the court,two basketball players are scrambling for the ball on the court,neutral,4085,7953
a basketball player is on the court floor and another one is grabbing the ball,a basketball player is on the court floor and the ball is being grabbed by another one,entailment,4086,7954
there is no basketball player on the court floor and no one is grabbing the ball,two basketball players are scrambling for the ball on the court,contradiction,4087,7957
two football players are scrambling for the ball on the court,a basketball player is on the court floor and another one is grabbing the ball,neutral,4088,7959
the black llama is curiously looking at the white dogs,the white dogs are looking curiously at the black llama,neutral,4089,7963
a black sheep is standing near three white dogs,a black sheep is standing close to three white dogs,entailment,4090,7964
the white dogs are looking curiously at the black llama,a black sheep is standing close to three white dogs,neutral,4091,7966
a black sheep is standing far from three white dogs,the white dogs are looking curiously at the black llama,neutral,4092,7967
the white dogs are looking curiously at the black llama,a black sheep is standing near three white dogs,neutral,4093,7971
two poodles are in the snow and one is jumping high,two poodles are in the snow and one is jumping,entailment,4094,7972
two poodles are in the snow and one is lying down,two poodles are in the snow and one is jumping high,neutral,4095,7973
a grey dog is jumping toward a black and white dog in the soft snow,two poodles are in the snow and one is jumping high,neutral,4096,7976
two poodles are in the snow and one is jumping high,a grey dog is jumping toward a black and white dog in the water,neutral,4097,7977
two poodles are in the snow and one is jumping high,a grey dog is jumping toward a black and white dog in the snow,neutral,4098,7980
the man surrounded by photographers is wearing a gray suit and glasses,the man surrounded by men with a camera is wearing a gray suit and glasses,entailment,4099,7981
a photographer is being surrounded by men,a man in a suit is being surrounded by photographers,neutral,4100,7985
a man in a elegant dress is being surrounded by photographers,the man surrounded by photographers is wearing a gray suit and glasses,neutral,4101,7986
the man surrounded by photographers is wearing a gray suit and glasses,a man in a suit is not being surrounded by photographers,contradiction,4102,7987
the man surrounded by men with a camera is wearing a gray suit and glasses,a man in a suit is being surrounded by photographers,entailment,4103,7989
the woman surrounded by photographers is wearing a gray suit and glasses,a man in a suit is being surrounded by photographers,neutral,4104,7990
children in swimming suits are not playing in the water,children in swimming suits are playing in the water,contradiction,4105,7993
the kids are wearing bathing suits and water is splashing around,the kids are not wearing suits and water is splashing around,contradiction,4106,7995
children in swimming suits are playing in the water,the boys are wearing bathing suits and water is splashing around,neutral,4107,7996
children in swimming suits are playing in the pool,the kids are wearing bathing suits and water is splashing around,neutral,4108,7998
children in swimming suits are not playing in the water,the kids are wearing bathing suits and water is splashing around,neutral,4109,7999
people are dangling from straps and kicking at each other,nobody is dangling from straps and kicking at each other,contradiction,4110,8002
a girl is hanging by gymnastic ropes,people are dangling from straps and kicking at each other,neutral,4111,8005
a blonde man is hanging by gymnastic ropes,people are dangling from straps and kicking at each other,neutral,4112,8006
a man dressed in black and white is holding up the tennis racket and is waiting for the ball,a player dressed in black and white is holding up the tennis racket and is waiting for the ball,entailment,4113,8010
a tennis player in mid game is holding a racquet,a racquet is being held by a tennis player in mid game,entailment,4114,8012
a man dressed in black and white is holding up the tennis racket and is waiting for the ball,a racquet is being held by a tennis player in mid game,neutral,4115,8014
a man dressed in black and white is holding up the tennis racket and is waiting for the ball,a tennis player in mid game is holding a racquet,neutral,4116,8018
a brown and white dog is playing on the grass,a brown and white dog is playing on the lawn,entailment,4117,8021
a dog is playing on the green grass,a brown and white cat is playing on the grass,neutral,4118,8024
a brown and white dog is playing on the grass,a dog is playing in the green field,neutral,4119,8025
a tan skinned kid is looking at the camera,a tan skinned child is looking at the camera,entailment,4120,8028
there is no tan skinned child looking at the camera,a tan skinned child is looking at the camera,contradiction,4121,8029
a little boy with a bib is not watching the camera,a little boy with a bib is watching the camera,contradiction,4122,8031
a young boy with a bib is watching the camera,a tan skinned child is looking at the camera,neutral,4123,8032
a young boy in the blue shirt is jumping into the water,the young boy in the blue shirt is jumping into the water,entailment,4124,8037
the young boy in the blue shirt is not jumping into the water,the young boy in the blue shirt is jumping into the water,contradiction,4125,8038
a young boy is diving into a still lake,a young boy is jumping into a still lake,entailment,4126,8039
a young girl is jumping into a still lake,a young boy is jumping into a still lake,neutral,4127,8040
the young boy in the blue shirt is jumping into the water,a young boy is diving into a still lake,neutral,4128,8041
a young boy is jumping into a still lake,the young boy in the blue shirt is not jumping into the water,neutral,4129,8044
two people are carrying colorful baskets and blankets and walking near a building,two people are carrying gray baskets and blankets and walking near a building,neutral,4130,8047
two people are sitting with laden baskets and blankets,two people are walking with laden baskets and blankets,neutral,4131,8049
two people are carrying colorful baskets and blankets and walking near a building,two people are walking with laden baskets and colorful blankets,neutral,4132,8050
a young girl is sitting in a swimsuit,a young girl is sitting in swimming gear,entailment,4133,8055
a young boy is wearing a blue patterned swim suit a black and yellow swim cap and has blue swim goggles on her head,a young girl is wearing a blue patterned swim suit a black and yellow swim cap and has blue swimming goggles on her head,neutral,4134,8058
a little girl is wearing a blue patterned swim suit a black and yellow swim cap and has blue swimming goggles on the head,a young girl is sitting in swimming gear,neutral,4135,8059
a young boy is wearing a blue patterned swim suit a black and yellow swim cap and has blue swim goggles on her head,a young girl is sitting in swimming gear,neutral,4136,8060
a dog is running on a snowy road,a dog is running on a snowy path,entailment,4137,8064
a dog is running on a muddy path,a dog is running on a snowy path,neutral,4138,8065
a brown dog is running through a snowy trail,a white dog is running through a snowy trail,neutral,4139,8067
a brown dog is running through a snowy path,a dog is running on a snowy path,entailment,4140,8068
a white dog is running through a snowy trail,a dog is running on a snowy path,entailment,4141,8069
a dog is running on a muddy path,a brown dog is running through a snowy trail,neutral,4142,8071
a brown dog is running through a snowy trail,a dog is running on a snowy path,entailment,4143,8072
two boys in white outfits and red protective gear are sparring on a mat,two children in white outfits and red protective gear are sparring on a mat,entailment,4144,8073
two boys are doing martial arts on a green mat,two boys are doing martial arts on a blue mat,neutral,4145,8076
two kids are doing martial arts on a blue mat,two children in white outfits and red protective gear are sparring on a mat,neutral,4146,8077
two boys are doing martial arts on a blue mat,two boys in white outfits and red protective gear are sparring on a mat,neutral,4147,8079
a black and white dog is playing with a broken volleyball,a black and white dog is playing with a broken ball,entailment,4148,8084
a black and white dog is playing with a frisbee in a brown field,a black and white dog is playing with a broken volleyball,neutral,4149,8089
a black and white dog is playing with a tattered volleyball in a brown field,a black and white dog is playing with a broken volleyball,entailment,4150,8090
a young boy in a helmet is riding a bike on the road,a bike is ridden on the road by a young boy in a helmet ,entailment,4151,8091
a young boy in a helmet is riding a bike on the lawn,a young boy in a helmet is riding a bike on the road,neutral,4152,8092
the little boy is riding a bicycle in a race,a bicycle is being ridden by the little boy in a race,entailment,4153,8093
the little boy is riding a bicycle in a race,the little girl is riding a bicycle in a race,neutral,4154,8094
a bicycle is being ridden by the little boy in a race,a young boy in a helmet is riding a bike on the road,neutral,4155,8095
a young boy in a helmet is riding a bike on the road,the little girl is riding a bicycle in a race,neutral,4156,8096
a woman is being smeared with brown substance and a blurry crowd is in the background,a topless woman is being covered in mud,neutral,4157,8104
a topless woman is being smeared with brown substance and a nobody is in the background,a topless woman is being covered in mud,neutral,4158,8105
a topless woman is being covered in mud,a topless woman is being smeared with a brown substance and a blurry crowd is in the background,neutral,4159,8108
two boys and a man are playing games at an arcade,two kids and a man are playing games at an arcade,entailment,4160,8109
two kids and a man are playing games at an arcade,two kids and a woman are playing games at an arcade,neutral,4161,8110
a family is not purchasing something at a vending machine,a family is purchasing something at the vending machine,contradiction,4162,8112
a female cheerleader is jumping on the knee of a male cheerleader,a female cheerleader is sitting on the knee of a male cheerleader,neutral,4163,8119
some cheerleaders are taking a break,some cheerleaders are relaxing,entailment,4164,8120
some cheerleaders are taking a break,some cheerleaders are dancing,neutral,4165,8121
some cheerleaders are taking a break,a female cheerleader is sitting on the knee of a man,neutral,4166,8124
a female cheerleader is sitting on the knee of a male cheerleader,some cheerleaders are taking a break,neutral,4167,8126
a group of people is holding drinks and pointing at the camera,drinks are being held by people pointing at the camera,entailment,4168,8127
several young people are posing for a photo and holding beers,several young people are posing for a photo and holding drinks,entailment,4169,8129
several young people are posing for a photo and holding beers,several old people are posing for a photo and holding beers,neutral,4170,8130
several young people are posing for a photo and holding beers,a group of people is holding food and pointing at the camera,neutral,4171,8134
a girl with red hair and red eyebrows is talking,a girl with red hair and red eyebrows is in midspeech,entailment,4172,8136
a girl with red hair and red eyebrows is in midspeech,the girl has red hair and eyebrows several piercings in a ear and a tattoo on the back,neutral,4173,8143
a woman in blue has a yellow ball in the mitt,a woman in blue has a yellow ball in the hand,neutral,4174,8145
the girl in blue is chasing the base runner with a number on the jersey,the girl in blue is chasing the player with a number on the jersey,entailment,4175,8147
the girl in blue is chasing the base runner with a number on the jersey,a man in blue has a yellow ball in the mitt,neutral,4176,8152
the young man is not rock climbing,the young man is rock climbing,contradiction,4177,8155
a man in a purple hat is climbing a rocky wall with bare hands,a rocky wall is climbed by a man in a purple hat with bare hands,entailment,4178,8156
a man in a purple hat isnt climbing a rocky wall with bare hands,a man in a purple hat is climbing a rocky wall with bare hands,contradiction,4179,8157
a rocky wall is climbed by a man in a purple hat with bare hands,the young man is rock climbing,entailment,4180,8158
a man in a purple hat isnt climbing a rocky wall with bare hands,the young man is rock climbing,neutral,4181,8159
a man in a purple hat is climbing a rocky wall with bare hands,the young man is not rock climbing,neutral,4182,8161
a man in a purple hat is climbing a rocky wall with bare hands,the young man is rock climbing,neutral,4183,8162
a blond woman is sitting on the roof of a yellow vehicle and two people are inside,a woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside,entailment,4184,8165
two people are driving a jeep and a lady is sitting on the top of it,a blond woman is sitting on the roof of a yellow vehicle and two people are outside,neutral,4185,8168
a large brown cat is jumping over a red hurdle,a large brown dog is jumping over a red hurdle,neutral,4186,8173
a brown and white dog is jumping over a red yellow and white hurdle,a brown and white dog is passing under a red yellow and white hurdle,neutral,4187,8175
a brown and white dog is passing under a red yellow and white hurdle,a large brown dog is jumping over a red hurdle,neutral,4188,8177
a brown and white dog is jumping over a red yellow and white hurdle,a large brown cat is jumping over a red hurdle,neutral,4189,8179
a brown and white dog is jumping over a red yellow and white hurdle,a large brown dog is jumping over a red hurdle,neutral,4190,8180
a yellow dog is drinking water from the faucet,a yellow dog is not drinking water from the faucet,contradiction,4191,8184
the yellow dog is drinking water from a bottle,a yellow dog is not drinking water from the faucet,neutral,4192,8186
the yellow dog is drinking water from a container,a yellow dog is drinking water from the faucet,neutral,4193,8187
a yellow dog is drinking water from the faucet,the yellow dog is drinking water from a bottle,contradiction,4194,8189
adults and children standing and playing in front of steps near a wooded area,adults and children standing and playing in front of a stair near a wooded area,entailment,4195,8190
adults and children are standing and playing in front of steps near a desert area,adults and children standing and playing in front of steps near a wooded area,neutral,4196,8191
the adults and children are being grouped near an outdoor seating arrangement,the adults and children are being gathered near an outdoor seating arrangement,entailment,4197,8192
adults and children standing and playing in front of steps near a wooded area,the adults and children are being grouped near an outdoor seating arrangement,neutral,4198,8194
the adults and children are not gathered near an outdoor seating arrangement,adults and children standing and playing in front of steps near a wooded area,neutral,4199,8195
the adults and children are being gathered near an outdoor seating arrangement,adults and children standing and playing in front of a stair near a wooded area,neutral,4200,8196
a bride with a white dress is looking down,a bride with a white veil is looking down,neutral,4201,8199
a bride with a black veil is looking down,a bride with a white veil is looking down,neutral,4202,8200
a woman is looking down and is wearing a wedding dress,a woman is looking down and is wearing a wedding veil,entailment,4203,8201
a bride with a black veil is looking down,a woman is looking down and is wearing a wedding veil,entailment,4204,8206
a girl has black and orange patches on the cheeks,a girl has colored patches on the cheeks,entailment,4205,8210
there is no girl with black and orange patches on the cheeks,a girl has black and orange patches on the cheeks,contradiction,4206,8211
there is no girl with black and orange patches on the cheeks,a girl is standing in a group and is wearing a black shirt and pink beads,neutral,4207,8213
a girl has black and orange patches on the cheeks,a girl is standing alone and wears a black shirt and pink beads,neutral,4208,8215
a girl is standing in a group and is wearing a black shirt and pink beads,a girl has black and orange patches on the cheeks,neutral,4209,8216
two large dogs are frolicking in a grassy field,two large dogs are frolicking in a field,entailment,4210,8217
two dogs are running through high grass,two animals are running through high grass,entailment,4211,8219
two large dogs are frolicking in a field,two dogs are running through high grass,neutral,4212,8223
two dogs are running through high grass,two large dogs are frolicking in a grassy field,neutral,4213,8225
a white dog is running across a rocky landscape,a black dog is running across a rocky landscape,neutral,4214,8227
a black dog is walking along rocky terrain,a black dog is moving along rocky terrain,entailment,4215,8228
a black dog is running across a rocky landscape,a black dog is moving along rocky terrain,entailment,4216,8230
a black dog is walking along rocky terrain,a white dog is running across a rocky landscape,neutral,4217,8233
some young dirt bikers are getting a dirt bike up a sandy hill,some young bikers are getting a dirt bike up a sandy hill,entailment,4218,8246
some young dirt bikers are getting a dirt bike up a sandy hill,some old dirt bikers are getting a dirt bike up a sandy hill,neutral,4219,8247
a young man is pushing a motocross bike up a dirt hill,some young bikers are getting a dirt bike up a sandy hill,neutral,4220,8248
a young man is pushing a motocross bike up a dirt hill,some old dirt bikers are getting a dirt bike up a sandy hill,neutral,4221,8249
some young dirt bikers are getting a dirt bike up a sandy hill,a young man is pushing a motocross bike down a dirt hill,neutral,4222,8251
a young man and a woman are riding bikes on the boardwalk near the ocean,a middle aged man and woman are riding bikes down a road beside the water,neutral,4223,8258
pedestrians and cars are moving through a traffic jam in a big city,pedestrians and cars are moving through a traffic jam in the big city,entailment,4224,8264
some people and vehicles are on a crowded street,pedestrians and cars are moving through a traffic jam in the big city,entailment,4225,8266
pedestrians and cars are moving through a traffic jam in a small city,some people and vehicles are on a crowded street,neutral,4226,8267
some people and vehicles are on a almost empty street,pedestrians and cars are moving through a traffic jam in a big city,neutral,4227,8269
two brown and white dogs are fighting on a grassy area in front of a tree,two brown and white dogs are fighting on a grassy area behind a tree,neutral,4228,8272
two dogs are playing inside,two dogs are playing outside,neutral,4229,8274
two dogs are playing inside,two brown and white dogs are fighting on a grassy area in front of a tree,neutral,4230,8276
two brown and white dogs are fighting on a grassy area in front of a plant,two dogs are playing outside,neutral,4231,8277
a soccer player is sitting on the field and is drinking water,a soccer player is sitting on the field and is drinking beer,neutral,4232,8281
a man is sitting on the grass and drinking from a water bottle,a man is sitting on the lawn and drinking from a water bottle,entailment,4233,8282
a man is sitting on the grass and drinking from a water bottle,a woman is sitting on the grass and is drinking from a water bottle,neutral,4234,8283
a soccer player is sitting on the field and is drinking water,a woman is sitting on the grass and is drinking from a water bottle,neutral,4235,8285
a soccer player is sitting on the field and is drinking water,a man is sitting on the grass and drinking from a water bottle,neutral,4236,8288
a dog is running on the sea shore,a dog is running on the beach,entailment,4237,8289
the dog is running through the dry sand,a dog is running on the beach,neutral,4238,8294
the dog is running through the wet sand,there is no dog running on the beach,neutral,4239,8296
