pair_ID	sentence_AB	E_judgment
3560	the white domestic dog wearing caribou ears is near a brown domestic dog [SEP] the white domestic dog is not wearing caribou ears and isnt near a brown domestic dog	1
3561	a infant is not playing a guitar [SEP] a infant is playing a guitar	1
3562	the adult female is holding a whole tomato [SEP] the lady is slicing a tomato	2
3563	a woman is putting makeup on [SEP] the woman is putting makeup on	0
3564	a adult male is drawing some figures [SEP] a mortal is drawing some figures	0
3565	a adult male is in a parking lot and is playing lawn tennis against a large wall [SEP] there is no adult male pointing at a car	2
3566	a grey dog is bouncing a soccer ball on its head in a grass field [SEP] a grey dog is bouncing a soccer ball on its head on a lawn	0
3567	a adult female is performing a fast one on a incline with a bike [SEP] a adult female is performing a fast one on a incline with a car	2
3568	a kid is wearing a yellow jacket and is jumping down from a stone [SEP] a young male child is jumping into water	2
3569	a snowboarder is doing a somerset over a hill of snowfall [SEP] there is nobody jumping in the air on a board	2
3570	some children are jumping off a trampoline [SEP] two boy are playing on a trampoline	2
3571	a adult female is riding a horse [SEP] a horse is being ridden by a adult female	0
3572	two toddlers are eating corndogs in a waggon which is really small [SEP] two young child are eating corndogs	0
3573	a man is talking on a cell phone [SEP] a man is making a phone call	2
3574	a domestic dog in the pace is running across colored coats [SEP] a brown and black domestic dog is running through the leaf	2
3575	a white cat perched on a small wooden cabinet is looking outside the window [SEP] the cat perched on the table is looking curiously out the window	0
3576	a woman is not riding a horse [SEP] a woman is riding a horse	1
3577	a girl in a band is playing the transverse flute [SEP] a male child in a band is playing the transverse flute	2
3578	a bunch of boys are playing with a ball in front of a large door made of wood [SEP] the children are playing in front of a large door	0
3579	the study subject is a camera man [SEP] the man in the purple hat is operating a camera that makes videos	2
3580	a man in a purple colored suit is standing by a purple case and is playing a guitar [SEP] the man is playing the guitar and has the guitar case open for donations	2
3581	a brown and white domestic dog is jumping in the air with a lawn tennis ball in its mouth [SEP] a domestic dog is missing the ball in mid air	2
3582	the military military officer is shouting at the recruits [SEP] a rollerblader is performing a fast one on a incline	2
3583	a young kid is wearing a white coat and playing a game [SEP] a kid who is young is wearing a white coat and playing a game	0
3584	three children are running up hill [SEP] a pet dog is standing on the bank and is looking at another brown dog in the pond	2
3585	there is no domestic dog turning on the grass and pursuing a flying ball [SEP] a yellow domestic dog is chasing a ball	2
3586	there is no person kicking a soccer ball between somebodys feet [SEP] the soccer player is kicking the ball between somebodys legs	1
3587	a icon is being drawn by a adult male [SEP] a adult male is drawing a icon	0
3588	two young girl are looking up at the photographic camera and one is sticking out his lingua [SEP] a little male child is sticking his lingua out for the photographic camera and another male child is looking on	2
3589	a woman is looking into the distance and people are walking between buildings behind [SEP] a man is playing a flute	2
3590	a boy is comfortably sitting in a room and playing a piano by a lamp [SEP] a boy is sitting in a room and playing a piano by lamp light	0
3591	the cat is hungrily drinking milk [SEP] drinking milk helps a cats hunger	2
3592	the girl is recklessly jumping onto a car [SEP] one girl is jumping on the car	0
3593	two men are playing table tennis [SEP] two men are playing ping pong	0
3594	the girl is using an eye pencil on her eyelid [SEP] the girl is not using an eye pencil on her eyelid	1
3595	there is no man on a boat in front of the sunset [SEP] a man is on a boat in front of the sunset	1
3596	a black and white domestic dog is jumping for a ball [SEP] the black and white domestic dog is jumping for the ball	0
3597	a few people are sitting on a bench under some palm trees [SEP] the people are sitting on a bench in front of a restaurant	2
3598	a adult male dressed in black is wearing an elaborate black mask [SEP] a adult male is holding a mask in his raised hand	2
3599	some pieces of butter are being added to the stand mixer [SEP] pieces of butter are being added to the stand mixer	0
3600	a young lady with visible light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling [SEP] there is no young lady with visible light brown hair wearing a red necklace a sweatshirt and earrings and smiling	1
3601	two boys are wearing brown shirts and are tugging at a rope on a wooden platform [SEP] two twin preteen boys are playing with card game	2
3602	a small boy in a striped shirt is sliding out of a green tube [SEP] a little boy is crawling in a green tunnel with a smile on his face	2
3603	a man is playing a flute [SEP] the man is not playing the guitar	0
3604	two dogs are running through high grass [SEP] two large dogs are frolicking in a grassy field	2
3605	a adult female is carefully deboning a fish [SEP] a adult male is catching a fish	2
3606	a dog is jumping in the shade of some trees [SEP] a cat is jumping high into the air in the country	2
3607	a black man is walking next to a shop in a big city [SEP] a black man is walking next to a building in a big city	0
3608	some furious racers on the green grass are yelling at the horses jumping an obstacle [SEP] the jockeys are racing horses on the field which is completely green	2
3609	a big brown and white spotted domestic dog is lying on a jacket on the street [SEP] a small brown and white spotted domestic dog is lying on a jacket on the street	2
3610	a young girl is standing on one leg [SEP] a young female is dancing	2
3611	the man is playing the guitar [SEP] the man is playing the instrument	0
3612	a young girl is dancing [SEP] a young girl is standing on both legs	2
3613	a adult female is dipping a runt in hitter [SEP] the car is being driven by a adult male	2
3614	two men are riding an orange raft on the shore [SEP] the orange rescue boat is rushing across the water	2
3615	a man is eating [SEP] a woman is dancing gracefully	2
3616	there is no young boy jumping in the air with his knees bent and arms spread [SEP] a person with a green shirt is jumping high over the grass	2
3617	a lady of young age with visible light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling [SEP] a teenage girl is wearing string of beads that are red	2
3618	someone is banging a camera lens against a nail [SEP] the man is not hammering a nail with a camera	1
3619	one man is doing floor exercises [SEP] a man is doing exercises	0
3620	a dog which is brown is jumping in the air [SEP] a brown dog is jumping in the air	0
3621	a man is playing a violin [SEP] a man is playing a harp	2
3622	several swimmers are dashing into the water [SEP] swimmers are racing in a lake	2
3623	the lady is cracking an egg for the mixer [SEP] the lady isnt cracking an egg for the mixer	1
3624	a adult female is slicing a carrot [SEP] a adult female is cutting a carrot	0
3625	the men are fist fighting in a ring [SEP] two people are fist fighting in a ring	0
3626	two brown dogs are playing with a frisbee in the water [SEP] two brown dogs are playing with the frisbee in the water	0
3627	a boy is whacking a man with a sword [SEP] a man is being hit by a kid with a weapon	0
3628	a adult male is cutting tomatoes [SEP] a adult male is slicing tomatoes	0
3629	there is no adult female slicing a carrot [SEP] a adult female is slicing a carrot	1
3630	two large dogs a light colored one and a dark one are sleeping on a snowy terrain [SEP] two dogs are leaping through snowy grass and rocks	2
3631	a dark black dog and a light brown dog are playing in the backyard [SEP] a black man is running in brown grass and racing a dog	2
3632	a man is playing the guitar [SEP] a woman is slicing an octopus	2
3633	a person is performing a card trick [SEP] a man is frying a tortilla	2
3634	a person is looking at a bike designed for motocross that is lying on its side and another is racing by [SEP] the bike rider is looking at an accident of another bike rider	2
3635	the tan dog is watching a brown dog that is swimming in a pond [SEP] a pet dog is standing on the bank and is looking at another brown dog in the pond	2
3636	a woman on a rock is lying on a blanket and reading a book [SEP] there is no seated woman singing a song and playing the guitar	2
3637	a group of child in a christian church cellar is playing guitars and tambourines [SEP] a group of child in a christian church cellar is playing maracas and tambourines	2
3638	a guy is not riding a horse [SEP] a guy is riding a horse	1
3639	some green boots in a puddle full of clay are targeted by a playful young kid wearing a scarf [SEP] a little male child is jumping into a puddle on the street	2
3640	there is no adult male rapidly chopping some mushrooms with a knife [SEP] a adult male is rapidly chopping some mushrooms with a knife	1
3641	an elderly adult female is sitting on a bench and is wearing a gray jacket and black drawers [SEP] an old mortal is sitting on a bench	0
3642	a woman is putting meat in a pan [SEP] someone is dropping the meat into a pan	0
3643	a man is rock climbing and a city and a bay are in the background [SEP] a person is rock climbing and a city and a bay are in the background	0
3644	the person is slicing onions [SEP] onions are being sliced by the person	0
3645	a adult male is fixing a silencer to a gun [SEP] a adult male is applying a silencer to a gun	0
3646	a adult male is riding a sea scooter [SEP] there is no adult male playing a transverse flute	2
3647	a adult male is playing keyboards [SEP] a adult male is riding a rodeo bull	2
3648	a mortal is standing in front of a stone with a rope which is pink [SEP] a mortal is climbing a stone with a rope which is pink	2
3649	a man is singing and playing a guitar [SEP] there is no man singing and playing a guitar	1
3650	the men are carefully putting suitcases into the trunk of a car [SEP] the men are packing suitcases into the trunk of a car	0
3651	a man is buttering a slice of bread [SEP] a lemur is hanging on a cord	2
3652	a few ferrets are climbing out of the coop [SEP] ferrets are climbing down from a shelf	2
3653	a girl is skipping rope on a sidewalk [SEP] a girl is skipping rope on near a street	0
3654	a male child is knocking a domestic dog with a bottle of water [SEP] the domestic dog is knocking a male child into the water	2
3655	a adult male is making music with a transverse flute [SEP] a adult male is playing association football	2
3656	a man is sitting on a train and resting his hand against his face [SEP] the hairy man is sitting on a train	2
3657	a girl in a uniform which is blue is lowering her arm [SEP] a girl in a uniform which is blue is raising her arm	2
3658	a little boy is sticking his tongue out for the camera and another boy is looking on [SEP] two young boys are looking up at the camera and one is sticking out his tongue	0
3659	a adult male is racing [SEP] a adult male is running	2
3660	two people are kickboxing and spectators are watching [SEP] two young women are not sparring in a kickboxing battle	2
3661	a woman is eating a cupcake [SEP] a woman is not eating a cupcake	1
3662	a male child under an umbrella is being held by his father who is wearing a coat dyed in blue [SEP] a male child under an umbrella is being held by his father who is wearing a blue coat	0
3663	a adult female is tapping her fingers on a table [SEP] a adult female is tapping her fingers	0
3664	the monkey isnt practicing martial arts [SEP] the monkey is practicing martial arts	1
3665	a big brown and white spotted domestic dog is lying on a jacket on the street [SEP] the domestic dog is having a sleep in the parkland	2
3666	a adult female is talking to a adult male [SEP] a adult female is cracking eggs	2
3667	a surfboarder is riding the moving ridge [SEP] a rider is waving at a surfboarder	2
3668	a rope is being climbed by a adult male [SEP] a adult male is eating a carrot sliced by a machine	2
3669	a little brown and white domestic dog is running on the pavement [SEP] a little brown and white domestic dog is running on the route	2
3670	a man on a horse is riding on a track and waving [SEP] the person on the motorcycle is holding up an arm	2
3671	some women are holding each other in a circle and dancing [SEP] two men are playing table tennis	2
3672	a man is pouring liquid into a pot [SEP] there is no man pouring liquid into a pot	1
3673	a boy in a blue dyed shirt has dirt on his face [SEP] a blond child is holding a yellow bottle	2
3674	a adult male is exercising [SEP] a happy infant is laughing	2
3675	the male child is playing a guitar [SEP] a child is playing a guitar	0
3676	a adult male is throwing away a guitar [SEP] a adult male in a hat is playing a harp	2
3677	the woman is dicing a carrot [SEP] a woman is slicing an onion	2
3678	a mortal is performing tricks on a bike [SEP] a mortal is not performing tricks on a bike	1
3679	two child are playing on a statue [SEP] some child are playing on a statue	0
3680	a boy is happily playing the piano [SEP] a piano is being played by a man	2
3681	the woman is picking up and holding a baby kangaroo [SEP] a woman is picking up and holding a baby kangaroo in her arms	0
3682	a racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle [SEP] a man in a motocross uniform is wearing a helmet and rides a red motorcycle	0
3683	a lemur is licking a persons finger [SEP] an fauna is biting person finger	2
3684	two people are riding a bike [SEP] two people are driving a motorcycle	2
3685	a black dog is standing in shallow water [SEP] a black dog is standing in deep water	2
3686	the presentation is being watched by a classroom of students [SEP] a classroom is empty	2
3687	three men are walking across a rope and wood bridge over a river [SEP] three people are walking across a rope and wood bridge over a river	0
3688	three boys are jumping off a platform [SEP] a male child is jumping off a platform and two other boys are standing and staring at him	2
3689	someone is typing [SEP] someone is putting away a keyboard	2
3690	a man is sitting in a field [SEP] a person is wearing a hat and is sitting on the grass	2
3691	a man is sharpening a knife [SEP] a man is sharpening a weapon	0
3692	a transverse flute is being played by a girl [SEP] a girl is making a transverse flute which is not to be played	2
3693	the woman is happily playing a guitar which is acoustic and singing [SEP] the woman is playing a guitar which is acoustic and singing	0
3694	a man is talking [SEP] a man is spitting	2
3695	two sumo ringers are fighting [SEP] a adult male is playing with a water plaything in the water	2
3696	a person is stirring vegetables in a pot [SEP] a person is stirring vegetables in a bowl	0
3697	a man is sitting on the grass and drinking from a water bottle [SEP] a man is sitting on the lawn and drinking from a water bottle	0
3698	the girl who is little is combing her hair into a pony tail [SEP] one adult male is sitting steadily on the chair	2
3699	a car is riskily jumping over a girl [SEP] one girl is jumping on the car	2
3700	someone is cleaning an animal [SEP] someone is cleansing an animal	0
3701	two teenage girls are wearing fancy dresses at an event [SEP] two girls in their teens are wearing fancy dresses at an event	0
3702	a man is not playing a guitar [SEP] someone is playing a piano	2
3703	a adult male is escaping a rising swampland [SEP] a adult male is coming out of the water	2
3704	a brown and white domestic dog is catching a dirty lawn tennis ball in a soil field [SEP] a brown and white domestic dog is biting a dirty lawn tennis ball in a soil field	2
3705	a domestic dog is eating a dolly [SEP] a domestic dog is playing with a plaything	2
3706	a woman is playing the violin [SEP] there is no man playing the piano	2
3707	someone is falling off a horse [SEP] the man is not knocked off of a horse	2
3708	a man in a blue cowboy hat is riding a white horse [SEP] a woman in blue is riding a horse on a dirt road	2
3709	a man is riding a motorcycle [SEP] a man is diving off a rock	2
3710	there is no man mixing vegetables in a pot [SEP] a man is mixing vegetables in a pot	1
3711	a man is playing an instrument [SEP] a woman is putting on lipstick	2
3712	a woman is combing her hair [SEP] there is no woman combing her hair	1
3713	a racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle [SEP] a person in a motocross uniform is wearing a helmet and rides a red motorcycle	2
3714	someone is stirring noodles in the water [SEP] noodles are being boiled in water by a woman	2
3715	a mortal is peeling a banana tree [SEP] there is no adult male reading an e-mail	2
3716	someone is cleaning an fauna [SEP] someone is dirtying an fauna	1
3717	a person is cutting a capsicum into pieces [SEP] a capsicum is being cut into pieces by a person	0
3718	a man is dancing [SEP] there is no man dancing	1
3719	a black domestic dog is jumping off a dock into water [SEP] a black domestic dog is jumping from a dock into the water	0
3720	a woman is being caged for the dance [SEP] the woman is dancing	2
3721	a cat is playing with a watermelon [SEP] a woman is looking at the view of a city	2
3722	a man is pouring oil into a skillet [SEP] a man is taking the oil out off a skillet	1
3723	the person isnt slicing a vegetable [SEP] the person is slicing a vegetable	1
3724	a distant mortal with a blue back pack is hiking in rocky country [SEP] a distant mortal with a blue back pack is hiking country full of rocks	0
3725	a female cheerleader is jumping on the genu of a male cheerleader [SEP] a female cheerleader is sitting on the genu of a male cheerleader	2
3726	a child is hitting a baseball [SEP] a family is watching a little boy who is missing a baseball	2
3727	the man is playing an acoustic guitar [SEP] there is no man playing the guitar	1
3728	a adult male is participating in a bmx race [SEP] there is no adult male in a red uniform making a leap in a soil motorcycle race	2
3729	a small white dog is running across a lawn [SEP] a big white dog is running across a lawn	2
3730	two dogs and two people are sitting in the woods [SEP] two dogs and two people are walking in the woods	1
3731	nobody is rinsing a steak with water [SEP] a mortal is rinsing a steak with water	1
3732	two white cats are playing with a brown dog and a ball [SEP] two white dogs are playing with a brown dog and a ball	2
3733	there is no monkey teasing a dog at the zoo [SEP] a monkey is teasing a dog at the zoo	1
3734	the black bird is not sitting in a leafless tree [SEP] a black bird is sitting on a dead tree	2
3735	a infant rhinoceros is shunning an grownup rhinoceros [SEP] a infant rhinoceros is following an grownup rhinoceros	1
3736	the man is kicking a boxing trainer [SEP] a karate practitioner is kicking at another man who is wearing protective boxing gloves	2
3737	a black dog is walking through some tall grass [SEP] the black dog is walking through the tall grass	0
3738	two males are standing on a cliff edge and one is jumping into the sea [SEP] two males are standing on a cliff edge and one is jumping into the water	0
3739	the person is riding the horse [SEP] the person is not riding the horse	1
3740	the adult female is playing with two young boys at a parkland [SEP] a adult female is playing with two young boys at a parkland	0
3741	two boys on a sofa are playing picture games [SEP] two boys are playing a picture game	0
3742	a male child is attentively looking at a calendar [SEP] a male child is looking at a calendar	0
3743	two people are looking at a statue made of gold [SEP] two people are looking at a gold statue	0
3744	a girl with a black bag is on a crowded railroad train [SEP] an asian adult female in a crowd is not carrying a black bag	2
3745	a person is not playing the keyboard [SEP] a man is playing a keyboard	1
3746	a group of people are not standing around a sound mixing table [SEP] a group of people are standing around a sound mixing table	1
3747	a male child is playing a guitar [SEP] a child is playing a guitar	0
3748	a adult female is not cutting brassica oleracea italica [SEP] a adult female is cutting brassica oleracea italica	1
3749	the adult female is holding the paintbrush next to the artists easel [SEP] the lady is holding the paintbrush next to the artists easel	0
3750	the young kid is riding a three wheeled sea scooter down the pavement [SEP] a young kid is riding a three wheeled sea scooter down the pavement	0
3751	a male child who is wearing a blue coat is being held by his father under an umbrella [SEP] a kid is experiencing a new cosmos	2
3752	the cats are not playing with each other [SEP] two cats are fighting each other	2
3753	a woman is playing a flute [SEP] a woman is playing flute	0
3754	the adult male is doing a handstand on the wet sand at the border of the water at the beach [SEP] a handstand is being performed by a adult male on the beach	0
3755	a domestic dog is fetching a stick out of very clear water [SEP] a small black and white domestic dog is carrying a stick and is swimming	2
3756	a fish is being sliced by a adult male [SEP] a true cat is jumping into a box	2
3757	a male child is checking a calendar [SEP] there is no male child checking a calendar	1
3758	two people are riding motorbikes [SEP] motorbikes are being ridden by two people	0
3759	a magic trick is being performed by the magician [SEP] the man is doing a magic trick	0
3760	a young lady in a bikini is lying on the beach [SEP] a lady who looks young is lying on the beach	0
3761	a kitten is playing with a toy made of blue rope [SEP] the kitten is playing with a toy	0
3762	a adult female is tapping her fingers nervously [SEP] a adult female is tapping her fingers	0
3763	a big group of people are standing and two are sitting on the sofa [SEP] a group of five young adults are lounging inside	2
3764	a adult male by a brick wall is wearing a mask around his mouth and a hair net [SEP] a adult female by a brick wall is wearing a mask around her mouth and a hair net	2
3765	the doctors are reviving a man [SEP] the doctors are not reviving a man	1
3766	the man is drawing [SEP] the man is painting	2
3767	a biker is riding away from a fence [SEP] a adult male is dancing on the route	2
3768	a woman is cutting some plants [SEP] a woman is cutting broccoli	2
3769	a person is stirring vegetables in a pot [SEP] there is no man mixing vegetables in a pot	2
3770	a woman is grating carrots [SEP] carrots are being grated by a woman	0
3771	the male child is checking a calendar [SEP] a male child is looking at a calendar	0
3772	one woman is slowly peeling a potato [SEP] the potato is being peeled by a woman	0
3773	a association football ball is rolling into a end net [SEP] a association football participant is kicking a ball into the end	2
3774	the man is erasing the other mans work from the board [SEP] the man is erasing the other mans work from the panel	0
3775	a dog is standing on the side of a mountain [SEP] a dog is standing on a mountain	0
3776	the guitar is being played by the man [SEP] the guitar is being played by nobody	1
3777	a man is playing the guitar [SEP] there is no man playing the guitar	1
3778	a adult female is not chopping allium sativum [SEP] a adult female is chopping allium sativum	1
3779	rollerbladers are rolling in formation down a hill [SEP] rollerbladers are not rolling in formation down a hill	1
3780	a adult male is fitting a silencer to a handgun [SEP] there is no adult male fixing a silencer to a gun	1
3781	a dog which is large and gray is carrying a ball in its mouth and running across the grass [SEP] a large gray ball is hitting a running dog which is carrying some grass in its mouth	2
3782	a woman is cleaning a shrimp [SEP] the woman is cleaning a shrimp	0
3783	the woman is cracking two eggs into a glass bowl [SEP] there is no woman cracking an egg into a bowl	1
3784	a man with a backwards hat is sitting on the ground [SEP] a person with a backwards hat is sitting on the ground	0
3785	the adults and children are not gathered near an outdoor seating arrangement [SEP] adults and children standing and playing in front of steps near a wooded area	2
3786	a girl in blue is sliding down a green microscope slide [SEP] a girl in blue is sliding down a microscope slide	0
3787	a person is pouring olive oil into a pot on the stove [SEP] a person is pouring oil for cooking into a pot	0
3788	a woman is peeling a potato [SEP] a woman is putting away a potato	2
3789	three boys are carefully walking on rocks along a river [SEP] the men in brown shorts are walking on the rocks beside a river	2
3790	the bike race driver is riding a red and black motorcycle [SEP] a adult male is leaning on a racing bike	2
3791	a bull dog is being brushed by the monkey [SEP] the monkey is brushing a bull dog	0
3792	a woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk [SEP] a woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	0
3793	a young adult male is pushing a motocross motorcycle down a soil hill [SEP] a domestic dog is swimming after a lawn tennis ball	2
3794	the deer is jumping over the low fence [SEP] a deer is jumping over a cyclone fence	2
3795	the man is playing with a skull [SEP] the man is playing the instrument	2
3796	a man and a woman are eating [SEP] a man and woman are talking	2
3797	a lone cyclist is putting down a motorcycle [SEP] a cold bicyclist is celebrating	2
3798	a large green colored ball is hitting a tater [SEP] a big green ball is knocking a tater	0
3799	a woman is planting some flowers [SEP] a woman is cutting some flowers	2
3800	a man is putting garlic on some bread slices [SEP] a person is bowling the ingredients to the man at the mixer	2
3801	the adult female is slicing an onion [SEP] an onion is being sliced by the adult female	0
3802	a woman is playing the flute [SEP] a man is playing the flute	2
3803	a shoeless woman is sitting on a blanket under a lavender umbrella [SEP] a woman who is shoeless is sitting on a blanket under a lavender umbrella	0
3804	a man is running on the road [SEP] the man is running on the road	0
3805	the man is pouring oil on a few tomatoes [SEP] one person pours oil on a few tomatoes	0
3806	some ferrets are climbing down from a shelf [SEP] ferrets are climbing down from a shelf	0
3807	a adult male is fishing in the river [SEP] there is no adult male fishing in the river	1
3808	a white car is being driven by the man [SEP] a person playing football is running past an official carrying a football	2
3809	the person isnt dicing up an orange pepper [SEP] a cook is slicing some bell peppers	2
3810	the adult male is seasoning the sausages [SEP] the adult male is seasoning the meat	0
3811	an grownup is in the amphitheatre and is talking to a male child [SEP] there is no grownup in the amphitheatre talking to a male child	1
3812	no skateboarder is making a leap off a incline [SEP] a adult male dressed in black is wearing inline skates and performing a fast one on a rail	2
3813	a adult female and three men are posing motionlessly for a picture [SEP] three men and a adult female are posing for a icon	0
3814	a large green ball is hitting a potato [SEP] a big green ball is missing a potato	1
3815	a small white dog is running across a lawn [SEP] a brown and white dog with a brown and black bandanna is quickly running 	2
3816	there is no woman dancing and singing in the rain [SEP] a woman is dancing and singing with other women	2
3817	a person with a green shirt is jumping onto the grass [SEP] a young boy is jumping in the air with his knees bent and arms spread	2
3818	a person is not holding a skunk [SEP] a person is holding a skunk	1
3819	a man is performing tricks with a soccer ball [SEP] a man is powerfully kicking a soccer ball	2
3820	the woman is wearing ear protection and is firing a gun at an indoor shooting range [SEP] a woman is shooting at target practice	0
3821	a man is playing a violin [SEP] a woman is cutting a white onion	2
3822	a man is drinking orange juice and walking [SEP] a man is spilling orange juice and standing still	2
3823	a lady is surfing and riding a moving ridge [SEP] a blonds girl is surfing	2
3824	the man is carelessly smearing butter on a slice of garlic bread [SEP] a piece of bread which is big is having butter spread upon it by a man or a piece of bread which is big is being spread with butter by a man	2
3825	two women are wearing bikinis and are walking on the sand [SEP] two women are wearing bikinis on the sandy beach	0
3826	a sheepdog is grouping a herd of sheep [SEP] a dog is scattering a pack of white sheep on a dusty farm	2
3827	a man is performing a handstand on the beach [SEP] a handstand is being performed by a man on the beach	0
3828	there is no adult male playing a pianoforte [SEP] a adult male is playing a guitar	2
3829	one adult male is talking to a girl with an net photographic camera [SEP] the teens are talking to a male child and a girl with a webcam	2
3830	a cyclist is biking in a snowy forest at day [SEP] a cyclist is biking in a snowy forest at night	1
3831	a machine is sharpening a knife [SEP] a machine is sharpening a pencil	2
3832	the young adult male is not stone climbing [SEP] the young adult male is stone climbing	1
3833	two women are happily dancing [SEP] two women are dancing	0
3834	a adult male is jumping onto a low wall [SEP] a adult male is jumping a wall	2
3835	swimmers are racing in a lake [SEP] several jumpers are swimming in the water	2
3836	a adult female is cleaning a mans human face [SEP] the adult female is putting make-up on the adult male	2
3837	a adult male is standing on a roof [SEP] a adult male is dancing on a roof	2
3838	a clown is singing and people are dancing [SEP] a song is being sung by a clown	0
3839	a dog is playing alone on a beach covered by snow [SEP] there is no dog walking along a snowdrift	2
3840	a man in a car is pulling up beside a woman that is who along a road [SEP] a child is walking down the street and a jeep is stopping	2
3841	the child is happily sliding in the snowfall [SEP] the child is sliding in the snowfall	0
3842	a adult male is slicing an onion [SEP] an onion is being sliced by a adult male	0
3843	a fish is hunting for a turtle in the sea [SEP] a sea turtle is hunting for fish	2
3844	a band is playing some instruments [SEP] an electronic keyboard is being played by a adult male	2
3845	the adult male with brown hair is wearing shades and is sitting listlessly at a table with cans of sal soda and other drinks [SEP] the adult male with brown hair is wearing shades and is sitting at a table with cans of sal soda and other drinks	0
3846	there is no man cutting an onion [SEP] a woman is slicing an onion	2
3847	a person is dancing [SEP] a woman is exercising	2
3848	the person is boiling noodles [SEP] a person is boiling noodles	0
3849	a large wet yellow domestic dog is retrieving a plaything [SEP] a large wet yellow domestic dog is holding a plaything	2
3850	the man is dancing [SEP] a man is dancing	0
3851	a woman is cutting some flowers [SEP] there is no woman cutting broccoli	2
3852	the black llama is curiously looking at the white dogs [SEP] the white dogs are looking curiously at the black llama	2
3853	a man is drilling a hole in a piece of wood [SEP] a man is closing a hole in a piece of wood	1
3854	the man is playing the guitar [SEP] the man is playing the instrument	0
3855	a man in a big city is holding a sign and begging for money [SEP] a man in a small city is doing charity work	2
3856	a man is being curiously looked at by a woman [SEP] a man and a woman are in a beige room wearing dark colored shirts and a monitor is in the background	2
3857	a person is riding a dirt bike up a dirt hill [SEP] a person is riding a dirt bike down a dirt hill	2
3858	a man is strumming a guitar [SEP] a man is playing a guitar	0
3859	a adult female is dancing and a adult male is playing the keyboard [SEP] the adult female is dancing and a adult male is playing the keyboard	0
3860	a domestic dog is chasing another and is holding a piece of wood in its mouth [SEP] two dogs are running and carrying an physical object in their mouths	2
3861	a man is playing a guitar [SEP] there is no man playing a flute	2
3862	a tiger is walking outside a cage [SEP] a tiger is walking around a cage	0
3863	a adult male is standing in the water at the base of operations of a falls [SEP] the adult male is standing in a organic structure of water near a falls	0
3864	a buffoon is singing and people are dancing [SEP] a costumed performing artist is singing and people are dancing	0
3865	three friends are making faces for the camera [SEP] two men and a girl in front of a wood panel wall are posing with funny faces	2
3866	a big green ball is knocking a potato [SEP] a ball which is green and big is knocking a potato	0
3867	a boat is sailing quietly over the water [SEP] the guitar is being played by the adult male	2
3868	a shirtless man is playing football on a field [SEP] a man with no shirt is holding a football	2
3869	a mortal is slicing a carrot into pieces [SEP] a mortal is dicing an onion	2
3870	a infant is sneezing and scaring another infant [SEP] a young kid with black hair is deleting a icon from the photographic camera	2
3871	a cow is eating grass [SEP] a cow is not eating hay	0
3872	a child is playing the pianoforte [SEP] a child is playing the guitar	2
3873	there is no domestic dog playing with a plaything [SEP] a domestic dog is eating a dolly	1
3874	there is no kid playing with a water spout outdoors with the residue of his family watching [SEP] a kid is playing with a water spout outdoors and the residue of his family is watching	1
3875	a band is not playing some instruments [SEP] a band is playing some instruments	1
3876	eyeshadow is being put on by a woman [SEP] a woman is putting makeup on	0
3877	a bearded adult male is standing by a shopping cart and is holding a composition board mark [SEP] one bearded adult male is standing by a shopping cart and is holding a composition board mark	0
3878	a boy is shredding a calendar [SEP] a boy is studying a calendar	2
3879	a man in blue is riding a horse on a dirt road [SEP] a man in blue is riding a animal on a dirt road	0
3880	a baby tiger is playing with a ball [SEP] a baby is playing with a doll	2
3881	a true cat is sliding upside down under a sofa [SEP] an fauna is crawling under a piece of piece of furniture	0
3882	a adult male is being roped by a climber [SEP] a rope is being climbed by a adult male	2
3883	a adult male is playing a keyboard [SEP] a player is playing a keyboard	0
3884	a large group of cheerleaders is walking in a parade [SEP] there is no large group of cheerleaders walking in a parade	1
3885	the man is cutting the tape on the box [SEP] there is no man cutting a box	2
3886	the adult male in a cowman hat is walking through a marketplace and is putting a hand in his pocket [SEP] the adult male in a cowman hat is not walking through a marketplace and is not putting a hand in his pocket	1
3887	a waterfall is flowing out of a shallow pool [SEP] a waterfall is flowing into a shallow pool	2
3888	a group of football players is standing still in the field [SEP] the crowd is watching a football game	2
3889	a chef is cleaning a bowl of soup [SEP] a bowl of soup is being cleaned by a chef	0
3890	a squirrel is running in circles [SEP] an fauna is running tiredly in circles	2
3891	a adult male is doing a fast one on a skateboard [SEP] a adult male is doing a fast one on a motorcycle	2
3892	the young girl is blowing a bubble that is huge [SEP] the girl in a dyed red shirt isnt blowing a bubble	2
3893	a black dog is running in the grass and its tongue is hanging out [SEP] a black dog is running in the grass	0
3894	the boy is playing a guitar [SEP] a boy is playing a guitar	0
3895	several boys are jumping on a trampoline [SEP] a man is doing back flips on a trampoline	2
3896	the mortal is painting [SEP] the mortal is drawing	2
3897	people are clustered around a bonfire at night [SEP] people are clustered around a bonfire at morning	2
3898	a woman is taking a mixture out of a bowl [SEP] a woman is preparing an egg in a skillet	2
