premise,hypothesis,label,original_index
A diver in a blue dive suit is sitting on a bench on a side of a boat preparing to go into the water.,A diver is getting ready to jump inot the ocean.,neutral,321137
Some girls are running through a field of yellow flowers.,The girls are running in the field.,entailment,504684
A digger digging up soil in the middle of the road with a orange pipe down a hole in the road.,A person digs in the middle of the road.,neutral,492436
"5 firetrucks line the street, ready for potential problems.",A bunch of red firetrucks.,neutral,229067
Man does a skateboard trick on green barrel.,A man is taking a test.,contradiction,470345
A bar with team flags on the walls has many customers mulling around and chatting.,A bar has flags on the walls.,entailment,496949
Person carrying a bunch stuff in a shoulder sac walking along a sidewalk.,Someon rushing to work.,neutral,286527
Swimmers are playing an indoor game of water polo while several spectators watch.,People are watching others swim.,entailment,189541
Two pastry chefs making pastry and a senior citizen purchasing pastry she has been shopping already.,Customers are buying some food for breakfast.,neutral,4126
Rock climber scaling a straight up and down rock with crack in middle.,A man is practicing his rock climbing by scaling a straight up and down rock.,neutral,346266
two construction workers wearing orange safety vest are having a heated discussion.,Two workers wearing orange safety vests are having a very heated discussion.,entailment,172082
Swimmers in the water with swim hats on their heads.,The people are wet.,entailment,543437
Workers doing their jobs at a work site.,People working.,entailment,400674
a crane flying just above a body of water,A crane is sitting over a nest.,contradiction,4221
The warrior is set for practicing battle with his opponent.,The warrior is ready to practice fighting.,entailment,102055
A gold statue of a man while people are walking by in front of a restaurant bar.,People are moving past the building with a statue in front.,entailment,179405
Men smiles in front of chinese market.,The man is in front of a Chinese market.,entailment,93691
A photographer's view of a busy street.,The road is empty.,contradiction,406753
The bartender shows off the wide selection of beers on tap.,The bartender is showing the beer selection.,entailment,101381
The beginning of a cycling race passes by the crowd.,a race is passing,entailment,445598
Discussing the rainy weather.,The two dogs are talking about the weather.,contradiction,42279
"Runners are running on a street, followed by a two men on a scooter.",Runners fall down with beach water,contradiction,490679
Guy playing the sax on stage,The man is playing trumpet.,contradiction,287619
Women compete in a game of roller derby.,Men are racing go karts.,contradiction,67770
Jockeys in brightly colored outfits are racing on their horses in the green grass.,Jockeys riding horses,entailment,210629
2 females standing in front of a car.,The women are standing in front of a rocket,contradiction,369704
A lead singer and a guitarist are pictured in this concert photo performing one of their songs.,A singer and guitarist practice inside of a studio.,contradiction,503310
Rocks outside sitting in the sunlight chilling watching the sun come up.,Some boulders are watching the sun come up.,neutral,200382
two rugby players fighting on the field,A fight at a rugby game.,entailment,197981
Olympian performing on the rings.,A girl watches the gymnastics performance on tv.,contradiction,122295
half naked hippies wrestling in the grass,People without clothing wrestling outside.,entailment,443462
Two lady's cleaning some pot's.,There is cookware.,entailment,214324
Older ladies are sharing books and art with each other.,Older ladies are going for a swim.,contradiction,139689
"Many hockey players are bunched up around the goal, the goalie is in a crouched position and one player wearing a red and white jersey appears to be celebrating.",A player shoots a basketball and scores.,contradiction,355359
Rolling out dough with a wooden roller.,Making rool dough  with wooden roller.,entailment,108420
Woman sits with her St. Bernard in the park on a sunny afternoon.,A woman and her pet cat lounging on the sofa.,contradiction,45749
Man wades in the waves and surf on the beach.,A man at the beach.,entailment,215229
The gentlemen are on the boat deck relaxing.,Gentlemen chatting on a boat.,neutral,199154
Big dog trying to bite little dog,The big dog had rabies.,neutral,344402
"Indoors in front of a red curtain, a martial artist in a white shirt and black pants takes a fighting stance with his nun-chucks.",The martial artist is practicing karate.,neutral,471049
Black train and orange train almost collide.,Two trains on seperate tracks are going the same way.,neutral,179361
Cute little boy in an army shirt blowing a kiss at a small lizard.,There was a kiss blown towards the small lizard by a little boy.,entailment,25474
Young father playing with his kids.,Father playing with his children.,entailment,146204
Asian marketplace vendor looking over her wide selection of vegetables.,A woman looks at vegetables.,entailment,189831
a sponsored bike rider with a red suit and helmet is leaning into a turn he is making.,A motocross biker making a turn.,entailment,490657
Costumed entertainers taking a break.,Entertainers are practicing their work on their break.,contradiction,119699
some of the people in the crowd are having a drink,People are at a concert.,neutral,413580
Several birds flying in front of trees.,Birds are flying in the sky.,entailment,274586
Crew men help clean up debris on a street.,the men clear off the road,entailment,265340
The waitress clears dishes at the middle eastern restaurant.,A waitress buses a table in a restaurant.,entailment,353629
Handsome couple kissing on the street.,the couple dance in the house,contradiction,393746
person with red swim shorts swimming in pool,A person with green swim short sits in a chair.,contradiction,314605
A walk on the beach after a storm.,A view of a beach littered with debris from broken chairs.,neutral,224081
"Run, run careful do n't hit the van.",Someone in the photo is running in the street.,neutral,429218
2 bikers are on a rocky dirt trail and number 3 is in the lead.,"The bikers are sitting down, enjoying a picnic lunch.",contradiction,441082
Youths jump in a bounce castle outside.,Kids eat cake to dance at bathroom,contradiction,403053
Crowded street with a man holding a subway sign pointing customers to a subway sandwich shop.,A man passes out flyers to people at a rural camping grounds.,contradiction,99565
Mature women performing a song in mist of stage smoke.,the women are asleep,contradiction,522667
Cheerleaders at a sporting event toss a girl high up into the air.,Cheerleaders are performing a stunt.,entailment,504197
Numerous amounts of buildings surrounding tourists.,The tourists are browsing a capital city.,neutral,330368
"Redheaded man with ""Flickr"" badge at event.",The man is blonde.,contradiction,147675
"A little-league baseball player, wearing a white# 19 jersey, successfully hits the ball.",He makes it to first base safely,neutral,125477
Over view of the office with people and PCs all over the office.,A messy office.,neutral,182111
"Bicyclists, a woman pushing a child in a stroller, and people sitting in a park.",The people are getting rowdy.,contradiction,394954
"An impeccably dressed man is playing the harmonica and guitar with a microphone, seated in a chair by cars.", An impeccably dressed man is playing the harmonica.,entailment,204897
"A Guy is riding on something, down a snow hill",A guy is riding his bicycle up a steep road.,contradiction,122531
A Corona sign and Bud Light Ashtray adorn a stilted building with a man in a yellow polo standing on the right.,A man is standing outside at a building.,entailment,333696
Person doing street performance while handing out flyer's.,The street performer is going home.,contradiction,113181
A port filled with blue crates.,The crates are purple.,contradiction,310269
Kid guards face from soccer ball,Some boys are playing hockey.,contradiction,389792
"A keyboard player, a drummer, a guitarist and a violinist play their instruments together on stage.",There are people dancing.,neutral,374438
A digger waits patiently as a worker inspects the pipe.,A digger is nervous,neutral,110054
family walking next to a wall with graffitied wall.,A family walks next to a cracked wall.,neutral,76979
Children study and read on chairs.,The plastic seating was designed for very young people and would be outgrown soon.,neutral,353564
Man without a shirt is climbing a rock.,A shirtless man is climbing a rock,entailment,424533
A hippy girl with blond and pink side hair streaks and shades dressed in a white shirt and black attire.,The girl is smiling.,neutral,119308
Band playing at what seems to be a benefit concert.,Band playing at what seems to be a charitable concert.,entailment,539126
Road paving outside of a place that serves fish and chips.,There is a paved road outside of a restaurant with fish and chips on the menu,entailment,192951
"Couple getting married, bride holding pink flowers.",A couple gets married,entailment,81802
Cyclists during a race through a town.,cyclists are racing in the tour de france,neutral,459256
Musician with fender guitar looks on before his next performance.,A musician have a pair of drums.,contradiction,430432
Orange SUV drive by the shore.,Car at the beach.,entailment,301128
A graffiti artist paints over a poster on a brick wall.,An artist is making a poster.,contradiction,549943
Items are being sold in the open market by it's vendors.,Items are not being sold.,contradiction,140602
Audience at an event with the stage lights as the backdrop.,The event is just beginning.,neutral,76552
"Father in white shirt and khaki shorts tenderly kisses his son, seen wearing a dark red shirt and denim pants, on the head as they share a quiet moment while sitting in the doorway of a van.",Dad and son have a tender affectionate moment together.,entailment,519144
Adult athletes are playing soccer in a developed field.,athletes playing soccer on field,entailment,144455
Man makes vulgar gesture to the camera while the others around him eat.,A person is flipping the bird to a group of people,entailment,327818
A jumping black dog.,The dog is outside.,neutral,425172
fireman maybe done with extinguishing a wild fire.,Fireman use water to destroy wild fire.,neutral,203583
"people sitting on the ground, maybe picnic.",People are sitting.,entailment,90590
Spectators sit in the audience at a hockey game while a photographer takes pictures from a box in between the opposing teams.,The photographer is located midrink.,contradiction,218476
The night sky in the desert.,The sky is bright in the desert,neutral,207091
"Possibly a preschool teacher trying to explain something to her class, the little mouse could care less.",the teacher is at home,contradiction,314740
Guy wearing sunglasses and blue shirt on skateboard in front of a bright yellow building with palm trees.,A skateboard floats in mid-air next to palm trees.,contradiction,76708
A european couple standing in the street kissing.,A man and woman sitting on the park bench are holding hands.,contradiction,543969
Several Israeli men standing in the middle of a busy intersection.,The men are blocking traffic on purpose.,neutral,292868
Helmeted boy bicyclist on path in the woods.,A boy building a fort in the woods.,contradiction,107795
Asian emo boy rests hands on hips beside a river.,The Asian boy is outside.,entailment,266233
Tourist that are taking a tour amongst natives in the rocky canyon.,There are people in the canyon.,entailment,519658
Racers from various countries run fast in a track competition.,A foot race is taking place.,entailment,530141
The crusaders are marching along the road.,Some people are marching on a road,entailment,100377
"A tan-skinned woman with a braided ponytail stands beside a net in a pink, short-sleeved shirt.",The woman has a tan.,entailment,547123
dog sitting on owners lap sitting in front of computer,Person and a dog sitting inside.,entailment,351535
A husband and wife are exploring a green forest.,Two people trek through a forest.,entailment,240279
A antiquated soldier stands in salute holding a rifle.,A statue of a soldier with a rifle.,-,423099
Cows and people running down street,The cows and people are running from someone.,neutral,12114
That young lady irons her clothes.,The lady is folding her clothes.,contradiction,361655
a butcher cutting fish to be sold at the market,A human cutting fish,entailment,116949
A Latin American street vendor sets up a table selling glass ware in an inner city setting.,A vendor sets up a table.,entailment,29060
Four bridesmaids posing dramatically with the groom.,The bridal party is posing together.,entailment,42337
Tbe boy in the black t-shirt is jumping his skateboard over a railing near a path.,The sad boy in the black t-shirt is jumping his skateboard over a railing near a path.,neutral,399479
Cyclists await the start of a race.,The cyclists have large numbers printed on their jerseys.,neutral,377692
Two comedians performing a routine.,Two comedians performing,entailment,218540
A.group of diverse people around a memorial,Different types of people gathered around a memorial.,entailment,179056
A Black woman dressed in tank top and jeans holds a leash to a brown dog.,A black woman takes her dog for a walk on a summer day.,neutral,101710
Shadowed man walking in front of lighted wall with green and orange squares.,the man is a killer,neutral,477420
Man jogging on a sunny day.,Man jogging on a rainy day.,contradiction,509478
the boy is diving into the pool as the couple watch.,A couple are watching a football game,contradiction,114819
Pitcher throwing pitch while umpire looks on.,the pitch is a ball,neutral,489769
"A quintet poses in front of a staircase, each holding their own instrument while smiling for the camera.",The staircase is long.,neutral,95416
1950's police cars at food a cart truck.,The car is parked.,neutral,406593
Asian emo boy rests hands on hips beside a river.,The river is made up of molasses.,contradiction,266244
This fisherman is going through his catch of fish.,He evaluates the fish,entailment,231106
2 brown-haired guys and a redheaded guy sitting on a bus.,The people are riding bikes.,contradiction,116810
a guitarist with long hair playing the guitar at a concert,A trombone player performs in concert.,contradiction,542220
Two towers made of flashy fabric with weird heads on top of them are facing each other on a roadway.,Two towers sit side by side on the roadway.,contradiction,27740
family sits on beach with a blue cooler.,The family brought a sofa to sit.,contradiction,545802
"A Thai Buddhist temple is the center of commerce, widely dominated by telephone wires and oncoming traffic.",The city center appears busy.,entailment,225549
An indian lady wearing orange is at the market in front of a bunch of fabric on a table talking to the lady sitting down.,A man is at the market talking to the lady about fabric.,contradiction,86648
Five male runners running on a grass track outlined in green cones.,Five  runners running on a grass track outlined in green cones.,entailment,340693
4 small children with big hats sitting on bleachers,The children are at the circus.,neutral,363052
Native man fishing in a dugout canoe on a blue green bay.,A woman fishing.,contradiction,227907
Women showing a child how to solder a piece of metal.,The women are making computer motherboards.,neutral,178323
"Biker number 7065 waves during a race, while another biker rides to catch up.",people in bike race,neutral,391046
Snowboarder attempting to perform a trick in midair.,A snowboarder is not performing a trick.,contradiction,483548
People wandering a city street.,While people are wandering the street a bomb comes and destroys it.,contradiction,130627
Orange building in the woods surrounded by trees with white dog running away from it.,dog running outside,entailment,537138
Frontal picture of a young gymnast on the steady rings.,The person is young,neutral,123538
dough is being rolled out.,The early stages before baking.,entailment,395422
"Several chairs lined against a wall, with children sitting in them.",There are five children sitting in folding chairs.,neutral,504319
a welder welding something together.,A person putting something together.,neutral,484497
Schoolgirls talk and smile with one another.,The girls are playing hopscotch.,contradiction,76219
Footballers are scrambling around the goal as the goal keeper reaches for the ball.,The football players are having lunch.,contradiction,32469
Three Middle Eastern men are sitting on a sidewalk together.,Three Middle Eastern men are sitting on the sidewalk telling stories and laughing.,neutral,344719
"The singers of the opera rehearsing, for an event, while musicians wear white clothing.",Opera singers rehearse for La Boheme.,neutral,292951
A surfboard is shown gliding through the water with a person standing on it.,A person is swimming in the lake.,contradiction,491125
Foreign man practicing his balance on a balance mat.,A human practicing.,entailment,384722
A truck-driver is working on his truck.,A truck driver works on his truck.,entailment,524457
woman wearing black shirt and glasses on head reacting to something,A woman wearing a black shirt and glasses reacts to something.,entailment,71822
"Pedestrians line up for soda and snacks on a rainy day, some with black umbrellas.",They enjoy snacks.,neutral,93313
Two barefooted people are walking down a paved road with an upside swimming pool on their heads.,two people walking down a paved road to the cornerstore.,neutral,125435
A upside down girl's face.,A girl is ugly,neutral,240066
Young defensive football players executing a tackle on a member of the opposite team during a football game.,Two people quietly contemplate a chess game.,contradiction,48487
A caricature artist at a street art fair with customers viewing his work.,There is a painter that is painting pictures of people while they watch.,entailment,459790
A snowshoer wearing a red jacket and black pants descends a snowy slope.,The snowshoer is going down a slope.,entailment,462929
Monk in an orange robe raking leaves and debris on the ground.,The monk has a bit of hair.,neutral,342180
Tree boys are skating while one takes pictures and a girl looks on.,The boys are running.,contradiction,88359
Dark-haired children wearing school uniforms play outside.,the children are playing tag,neutral,398896
Man removing bread from an oven.,A man is removing pizza from the over.,contradiction,296038
african children and african woman in a circle.,African people are in a circle chanting.,neutral,131991
A Taiwan man holds a sign protesting the government.,A Taiwan man holds up a sign with a political slogan on it,entailment,345297
Andy Roddick plays tennis.,players playing sports.,neutral,332761
A seabird is flying over rocks.,A bird is flying over some rocks to get food.,neutral,518861
Solitary man in blue shirt driving red semi-truck of Khera Transport Corp.,A man is driving to a local high school to recruit students into the military.,neutral,300786
Yong Asian boy sitting on a cliff and day dreaming.,A young boy is using a zip line of a cliff.,contradiction,63891
Pigeon staring at a woman in black boots sitting on a park bench reading a paper.,A woman is hiking up the cliff.,contradiction,235571
White girl in a white dress and white bird-looking wings holding some blue ads.,A girl is wearing a yellow suit.,contradiction,215759
Firefighters are helping men on a lift.,Firefighters helping old men on a lift.,neutral,496715
a cute blond woman playing the harp,A woman is playing drums.,contradiction,408103
The clay racetrack is filled with competitors the stadium is full of fans that are cheering on there favorite athlete.,"There are many people in this picture, and they are all outside.",entailment,278419
girls seated at table with a candle covered with lit candles,The girls are running a marathon.,contradiction,253700
An orange-clad downhill skier is in midair on a jump.,a skiier in orange,entailment,277757
"A batter, catcher, and umpire are at first base during a baseball game.",People are playing baseball outside.,entailment,217926
three teenagers smash oranges in the street.,Three teenagers are horsing around.,entailment,487944
"Tourists and residents walk around Tiananmen Square in Beijing, China with the Mao Zedong Memorial Hall in the background.",Tiananmen Square is off limits to the public.,contradiction,232424
Number 21 slides into second base as number 4 runs to first base.,Number 21 is sliding into first base.,contradiction,82056
young Chinese children are at band practice.,Men are rock climbing.,contradiction,270293
Student uses a camera to take a picture of a piece of art.,student uses camera to take pictures,neutral,93653
A snake is being held by someone.,A guy is running from a bear.,contradiction,450884
Gold and white dog catching a tennis ball in its mouth.,A dog drinking from a river.,contradiction,200394
"Cars, tents, and people are in a large green space near a mountain.","Cars, tents, and people are camping in a large green space near a mountain.",neutral,222058
Asian teacher speaks to students.,The teacher is Caucasian.,contradiction,396168
Female wear a red Gerrard jersey sits outside The Beatles Story Exhibition in Liverpool.,Female awaiting her companion before entering The Beatles Story Exhibition in London.,neutral,530656
Small band playing at front of pub.,A man is walking around,contradiction,31908
A Hockey game features the white team against the black team.,The white and black teams are playing basketball.,contradiction,195860
a red-haired girl smiling sitting next to a brown-haired man who is also smiling.,Two people are sitting next to each-other.,entailment,229747
3 shirtless guys are in an inflatable raft.,The men are standing in a bar.,contradiction,236238
Army vehicles line up and a soldier walks near them.,A girl in a long dress walks near a line of Army vehicles.,contradiction,118580
People set up rows of chairs next to a storage box.,There are no chairs.,contradiction,69650
"Nicely dressed woman pose for pictures or stand and talk, while passersby stroll by a fountain.",A affluent woman is modeling.,entailment,427539
"NFL Fan with their face painted white, blue, and yellow.","The man actively sought fights with opposing fans, and his facial decoration was the latest bait.",neutral,326281
"Twelve children gather in an outdoor, tropical location.",A group of people are going to go swimming at the beach.,neutral,476649
"Two vehicles or trailers going away from the camera in a sandy region, with a driver on each and two people in the back who each appear younger, looking in the direction of one another.",Two vehicles are going towards the camera.,contradiction,33836
Worker at computer in empty office.,The person is by a computer.,entailment,21461
Female volleyball players playing a game.,Some women are ice skating on a rink.,contradiction,202239
Several Muslim worshipers march towards Mecca.,The Muslims are running from the Christians.,contradiction,130269
Men getting ready for SXSWO to go live on the air,the men are thieves,neutral,125293
Children study and read on chairs.,The young people are using their brains.,entailment,353562
"Man grilling hotdogs, buns, peppers and other foods while another man stands behind him posing.",A man is cooking.,entailment,69198
Women standing at podium talking into a microphone giving a speech.,Person giving a speech.,entailment,225960
Two rafts overturn in a river.,Some raft get knocked over in a body of water.,entailment,178296
Person holding a Frisbee with a white dog jumping for it on a road.,A person and a dog are outside.,entailment,389795
A tow truck is sitting outside of a Discount Grocery store.,A tow truck is outside of the store.,entailment,258772
Flowers are behind the fluffy dog that is coming up the step.,A dog is laying on the couch.,contradiction,434368
A dolphin pokes its head out of the water.,The dolphin is in captivity.,neutral,224514
An indoors basketball game is in progress among racially-mixed group of males; one holds the ball with two hands overhead.,The two teams are old rivals,neutral,294816
"A wet, white dog is jumping over obstacles.",A dog jumps over obstacles for a dog show.,neutral,17139
Girls participate in roller derby.,The are running across the atlantic,contradiction,224739
Girl kneeling on a red carpet.,A person on a red carpet.,entailment,88804
A ceremony with fired guns startles young children dressed in white and red.,Some kids gets scared and almost cry.,neutral,456314
Musician plays a white electric guitar with a band at an outdoor concert,A musician plays an electric guitar with a band.,entailment,407910
A distant view of a building and the people around it.,There is a distant view of a building.,entailment,544184
vegetables on a stand with people waking around in the background.,People are in a bar.,contradiction,354152
The Foreman directs his workers at the job site.,The foreman directs his workers to do their work incorrectly.,contradiction,428577
Pedestrian stroll along the paved walkway between bright yellow and red shops in the marketplace of city streets.,The pedestrians are all a group of friends.,neutral,334373
Kids of various ages are standing in a room with others seated along the perimeter.,There are adults standing in the room.,contradiction,373869
A passer by checking out what is under the covers of the cookers on the table.,A couple is waiting in line.,contradiction,381603
Indigenous women in South America offer their wares for sale at a marketplace.,Women are selling things.,entailment,486502
A gateway with wood paneling and Asian characters opens up onto a public street.,A gateway is opening up.,entailment,301247
Two downhill skateboarders round a curve while others watch.,Two skateboarders navigate a curve.,entailment,190484
Two electrical workers are working on a phone pole.,Two electrical workers are repairing a phone pole,entailment,79055
People train in a studio with pads.,There are pads in the studio.,entailment,143966
"Elderly male in yellow shirt, surrounded by concrete brick layers atop a mound of sand and dirt.",An old man  and a dirt pile.,entailment,148882
very poor people in a foreign country playing a game to entertain themselves with what they have.,A rich man plays with a luxurious chess set.,contradiction,257941
A Peloton of bicyclists riding down a road of tightly packed together houses.,A Peloton of bicyclists happily riding down a road,neutral,219361
Men examine meat at an outdoor meat market.,Men are outside.,entailment,417415
Several kinds and adults sit on a porch at night,There is several people sitting on the porch.,entailment,232352
A bicyler is performing a trick in the air.,Someone is showing off their bicycle skills at the park.,neutral,478968
The swimmer is wearing goggles and looking into the distance.,Some people are about to race on dirtbikes.,contradiction,450396
A rooster on a perch in front of an old man.,The man's rooster is dead.,contradiction,102400
Girl reading book walking down street.,A girl is trying to figure out where she is going.,neutral,428510
"A quarterback, in the statue of liberty position, is being held onto by an opposing player from behind.",The quarterback is wearing a helmet.,entailment,359734
Boy eating at a picnic table.,A man is in a restaurant.,contradiction,195749
A indian female seamstress works on a piece of cloth.,There is a woman at work on a sewing machine.,neutral,193456
"Ten people, appearing to range from middle-aged to elderly, playing cards at a table in a cafeteria",The people are jumping on a trampoline,contradiction,368942
A soaked dog is playing in the water.,The dog is white.,neutral,525103
Child crouches in tire.,A child is playing hide and seek.,neutral,162083
Girl hanging upside down with city in the background.,Girl playing on a jungle gym in a city.,neutral,274450
Girls team members gather in a group raising their hands.,Some debate club members raise their hands.,neutral,474758
NYPD officers watch people on a boardwalk near the beach.,People watching,entailment,117133
An author signing his book for a fan.,The author is swimming.,contradiction,172785
"Men at work, Firemen waiting for their next call to a fire, looking relaxed and anxious at the same time.","These men are not already at a fire, but are waiting for the call for one.",entailment,451094
The journey is temporarily delayed by mechanical malfunctions.,The journey is delayed because the vehicle stopped working.,neutral,19221
bob dylan is performing with two backup singers,Bob Dylan is singing a song.,entailment,534406
The elephant's nose is curled.,The giraffe has a small nose.,contradiction,326748
A remote controlled children's toy motorboat flies a kite under a bridge in the water.,A remote controlled children's toy car flies a kite under a bridge in the water.,contradiction,324828
Skiiers moving along a trail.,The skiiers are looking for a good spot to ski.,neutral,503635
"Three fire-fightes use a hose to put out a car that is on fire and smoking a lot, parked next to a street sign.",Three fire fighters use their hose on a house.,contradiction,476486
Hikers walk through a forest.,Hikers try on backpacks in a store.,contradiction,136819
Teenage girl volunteering to help with some dirty work.,A teenage volunteer at the site of the river cleanup.,neutral,484749
A Goalie in yellow is holding onto a soccer ball with a player in blue behind him.,The goalie is in yellow.,entailment,194241
People that are walking in a urban area in a large city where there are concessions.,The people sit in the park.,contradiction,475356
A Hockey game features the white team against the black team.,The hockey game features the blue team against the purple team,contradiction,195855
Female rollerskating athlete,A woman is a rollerskater,entailment,15536
Doctor in white checking out a woman in reds left arm.,A doctor is looking at an old fat guy.,contradiction,384192
This women is enjoying the nice hot summer weather in the tropical while enjoying a nice refreshing drink.,The woman has a drink.,entailment,482589
Citizens enjoying a snowy day with reminder of summer in the background.,people enjoying a winter day,neutral,302072
friends posing for a picture while holding plates,Friends happily posing for a picture.,neutral,478222
Woman laying in grass with a rugby ball on her head.,Woman is laying in the grass.,entailment,530127
Boy sleeping while reading book.,Boy falls asleep studying for finals.,neutral,405317
man standing at a counter in a convenience store with a woman on the other side of the counter wearing a white shirt looking at him very expectantly.,A man stands at a counter in a convenience store.,entailment,204130
People lounge under blue umbrellas at the beach.,People at the beach are cooling off under the umbrellas on a hot day.,neutral,344179
Man seems to be at a celebration of some sort and has his arms thrown up in the air.,The man is partying.,neutral,514498
NYPD officers watch people on a boardwalk near the beach.,Police officers patrol beach,entailment,117135
guy wakeboarding one handed and smiling,A guy is wakeboarding on the river.,neutral,367781
"Black boy, who seems to be at a school, sipping on soup.",The boy is asleep.,contradiction,442433
Baby crawling inside a toy.,the baby is on her dad's shoulders,contradiction,113128
An elevator in a mall is in front of a yellow and green wall.,An elevator is at the end of the wall.,neutral,64631
One Hispanic mail sitting on the beach under an umbrella in the sun.,The main is relaxing after a swim.,neutral,87208
Skateboarding on a beautiful day.,IT's a beautiful day,neutral,326242
Six casually dressed people watch from the comfort and protection of a wooden rail while a restaurant employee stands in the background.,Six people are watching the employee because they are bored.,neutral,332841
Child opening up a present.,someone is tap dancing on a tv,contradiction,96009
Closeup perspective of a bicycle wheel being ridden by someone,The perspective was so close the person almost fell.,neutral,242121
Two dolphins jumped out of the water in this zoo.,The dolphins are doing a show for the visitors.,neutral,228457
An instructor is giving a presentation on a projector.,This person is teaching,entailment,282829
five people walk down the middle of the street.,Five people are walking together in a parade.,neutral,476900
A viewer from a helicopter watches a snowboarder below,A viewer from a helicopter watches a snowboarder below go down the mountain,entailment,418999
tiger woods about to make a putt,Tiger wood ssinks a important putt.,entailment,282232
"people sitting on the ground, maybe picnic.",Men are sitting on the ground.,neutral,90588
Two fisherman on a boat on the water preparing for a long day of fishing.,A car sits at a dock.,contradiction,8587
"a brown, black and white dog holding a tire in its mouth while standing on sand",A group of cats are laying around at home.,contradiction,132148
Two inflatable boats sit packed with gear by the side of a river.,The boats are outdoors.,entailment,95210
Passersby stop at a booth hosted by the American Parkinson Disease Association at a fair.,The fair is shut down for the day.,contradiction,75905
Grocery staff member gathering carts in the parking lot.,The store needs more carts for customers on the inside.,neutral,224922
Dancers a standing on a sidewalk.,Some dancers are waiting for the bus.,neutral,109954
Priest showing his love of Jesus with a cross.,cross showing the love of jesus towards mankind,neutral,20903
"When am I going to sit in the front, because I hate this belt.",There is a belt that I hate while I also wonder about sitting in the front.,entailment,374246
Two racing dogs run in the mud.,Two dogs are dirty.,neutral,437897
Person surfs the waves in view of an oncoming boat.,A man is surfing.,neutral,68059
An kneeling woman is petting two puppies.,A woman is kneeling.,entailment,358915
Firefighters attempt to put out a wildfire in New Mexico.,There is a fire in New Mexico.,entailment,299391
i do n't see a picture i do n't see a picture i do n't see a picture,The picture is broken.,neutral,231914
Maid in a white dress cleaning the floor.,The man is vacuuming the floor.,contradiction,128627
People hold their hands up while riding on a roller coaster,All the people have their hands in their laps.,contradiction,230961
"Prince Fielder, of the Milwaukee Brewers, ducks away from a pitch that is up and in, which is caught by catcher Carlos Ruiz of the Philadelphia Phillies",There are professional baseball players.,entailment,75266
Road race bikers closing in on the finish line.,Tall people racing,neutral,253340
Looking from above through electrical wires at people walking around in a plaza.,THe people walk around the plaze,neutral,506073
basketball players on the court.,throwing basketball,neutral,436202
"A spruced up, bespectacled man garbed in a dress shirt, dress pants, and tie, stands over a made bed in a well-kept room.",A man stands over a bed after making it.,neutral,132970
A sailing boat with many people sails on water.,There are people on a boat.,entailment,127823
Black school boys in uniforms make deals with a white man under the garage door.,The boys and man are discussing religion and politics.,neutral,51977
The larger child will help put on the smaller child's shoes.,The larger child knows how to put on shoes.,entailment,337107
White water rafter goes through a rough spot.,A group of rafters turns their raft over against a rock.,contradiction,258567
Water polo goalie readies himself for an incoming shot.,There is no shot coming,contradiction,186873
The cup is shiny.,The cup is very shiny,entailment,77962
Female choir all dressed in black giving a performance.,all black dressed females are singers and dancers as well,contradiction,110921
Parents get involved in the outdoor musical festivities by helping children play hand drums.,The parents are sitting watching their children play on the playground.,contradiction,107391
Guy jumping off a surfboard at some kind of event.,The surfer is jumping off at the event.,entailment,344582
Many football players sitting on the ground.,The players are stretching.,neutral,459724
Friends pose for a group picture in summer clothing.,Freinds are killing each other.,contradiction,486539
"People boarding a blue, white, and gold train.",People getting on board a vehicle on rails.,entailment,246373
Butcher waiting outside the store.,The butcher is near the store.,entailment,58442
Guy riding four wheeler on two wheels and making a gun with his hand at the camera.,the guy is a gigolo,neutral,83275
An almost empty subway terminal.,A building.,entailment,467420
A handicapped person with one leg skiing down a mountain with other mountains in the background.,A person who lost his leg in an accident is skiing down a steep mountain slope.,neutral,419442
The cheerleader is holding the child with a smile on her face.,she is holding the child,entailment,215238
A white-shirted man is leaping from the stage into the crowd.,A man reading a book,contradiction,115137
A dyed red-haired women prepares an onion in a commercial kitchen.,Women is cutting vegetables.,neutral,512422
Three Boy Scouts are presenting on stage.,There are three boy scouts,entailment,476177
Kids outside in winter clothes handling a telescope.,Children are going to look at the moon.,neutral,79918
Protesters protest against poverty and war.,a large crowd protests poverty and war,neutral,206898
A sumo wrestler rides the train while listening to headphones.,A sumo wrestler is riding a train.,entailment,255901
Boy standing in what looks like a prop for a play.,A bout stands in a play prop.,entailment,81721
People shimmy along a narrow pathway.,people are walking in disney land,neutral,503669
Woman enjoys sucker with another patron behind her.,woman enjoys sucker with another patron,entailment,145680
Cool dude in sunglasses and a hat sings loudly into the mic assisted by a beautiful dancing woman.,A man sings loudly in a mic with the assistance of a dancing woman,entailment,193682
People preparing for a model airplane meet.,The people share an interest of model airplanes,entailment,97434
The crusaders are marching along the road.,People are walking up stairs,contradiction,100379
Tattooed woman lifting weights.,Woman with black and grey tattoos lifting weights.,neutral,147055
A costumed oriental character dancing.,A person of orient descent is frolicking while dressed in an interesting ensemble.,entailment,77591
Police watch some punk rock types at a protest.,people are being watched by police as they protest,entailment,70940
The dancer gets her final makeup before going out on stage.,Before the dancer goes on stage she must get final makeup on.,entailment,477988
Women manually turns a vintage Singer sewing machine.,A woman is sewing a sweater.,neutral,13413
