premise,hypothesis,label,o_index
a girl in a uniform is playing the transverse flute with a band,a girl in a band is playing the transverse flute,entailment,3243
a adult female is beating two eggs in a bowl and using a whisk made of wire,a mortal is strongly whisking eggs in a bowl,entailment,3244
the man is playing a game on a lawn,the man is playing a game on the grass,entailment,3245
a girl is wearing jeans and a pink shirt and is running,a little boy in a pink shirt is running under a tree in the desert,neutral,3246
a boy in a striped shirt is jumping in front of a water fountain,a boy is jumping on the side of a stone water fountain in front of a building,neutral,3247
a kid with a gun that sprays water is laughing and getting hit by other boys,a kid is holding a pip-squeak gun,entailment,3248
a adult male is removing some nutrient from a box,the adult male is putting poulet into the container,contradiction,3249
the jockeys are riding horses on the field which is completely green,the jockeys are racing horses on the field which is completely green,entailment,3250
a adult male is working on the laptop computer,the adult male is not feeding the serpent with a mouse,neutral,3251
a healthy looking dog is lying on the ground,a malnourished looking dog is standing on its hind legs and preparing to jump,neutral,3252
a kid is sitting in a plaything car colored in red and yellow,a small girl is riding in a plaything car,neutral,3253
a bike is being ridden by a adult male,a adult male is riding a bike,entailment,3254
a adult male is running,there is no adult male running down the route,neutral,3255
a adult female is being handed volleyballs by another adult female,one adult female is handing volleyballs to another adult female,entailment,3256
a man and a woman are shaking hands,two persons are shaking hands,entailment,3257
a adult female is riding on an elephant,a sal soda is being opened and drunk by a adult female,neutral,3258
a eye eastern adult female is standing with her back against a lamp station near to other people,a adult male is leaning against a pole and is surrounded by people,neutral,3259
a black shirt is being worn by a adult male who is sitting at the table and laughing,a adult male is sitting comfortably at a table,neutral,3260
two young men are cheerfully playing outside near a golden statue,two people are looking at a gold statue,neutral,3261
there is no man driving a car,a man is driving a car,contradiction,3262
a girl is raising a blue uniform with her arm,the girl in the blue and white uniform is cheering,neutral,3263
the small bee is landing on a cluster of yellow flowers,a small bee is landing on a cluster of yellow flowers,entailment,3264
a adult male is playing the guitar loudly,a transverse flute is being played by a adult male,neutral,3265
a male child is being knocked into the water by the domestic dog,a mortal in a motocross uniform is wearing a helmet and rides a red bike,neutral,3266
a yellow dog is drinking water from the faucet,a yellow dog is not drinking water from the faucet,contradiction,3267
the girl is recklessly jumping onto a car,the girl is recklessly jumping onto a vehicle,entailment,3268
a male child on a hill covered in snowfall is wearing a red jacket and a black hat and is sliding on his knees,the child is still in the snowfall,entailment,3269
a adult male is diving off a drop,a adult male is riding a bike,neutral,3270
there is no man drinking orange juice and walking on a sunny day,a man is drinking orange juice and walking,contradiction,3271
a lady is putting on makeup,a woman is putting on makeup,entailment,3272
two dogs are cheerfully playing on the beach,two dogs are playing on the beach,entailment,3273
a true cat is playing a pianoforte,a true cat vocal is being played on a pianoforte,neutral,3274
two boys are wearing brown shirts and are tugging at a rope on a wooden platform,two twin preteen boys are dueling with sticks,neutral,3275
a young male child is jumping in the air with his knees bent and arms spread,there is no young male child jumping in the air with his knees bent and arms spread,contradiction,3276
a tiger rookie is roaring,a tiger is walking around,neutral,3277
mark linguistic communication is being used by a young girl,a girl is communicating with mark linguistic communication,entailment,3278
a woman is surfing,a fearful little boy is on a climbing wall,neutral,3279
a domestic dog is chasing a ball in the grass,a ball is being chased by a domestic dog on the grass,entailment,3280
a domestic dog with a blue neckband is not playing with the ball outside,a domestic dog with a blue neckband is playing with the ball outside,contradiction,3281
a adult male is cutting a roll,a adult male is slicing a tomato,neutral,3282
a adult male is falling off a mechanical bull,a adult male is riding a mechanical bull,neutral,3283
an onion is being sliced by a adult male,an onion is being cut by a adult male,entailment,3284
a woman is skiing down a hill and over a red obstacle,a man is snowboarding down a railing in the snow,neutral,3285
a dog is turning on the grass and pursuing a flying tennis ball,a yellow dog is chasing a ball,neutral,3286
a little girl is selling a scooter,a little girl is peddling a scooter,neutral,3287
a male child is happily playing the pianoforte,one male child is happily playing a pianoforte,entailment,3288
one adult male is riding a horse,the adult male is riding a horse,entailment,3289
a girl is wearing jeans and a pink shirt and is running,a girl is running with a pink shirt and is not wearing jeans,neutral,3290
a adult male is playing a large transverse flute,a transverse flute is being played by a adult male,entailment,3291
a adult male is putting down the transverse flute,the adult male is playing a guitar,neutral,3292
two children are bouncing on colorful balls,the children are wearing black tights and hopping,neutral,3293
there are no dogs fighting for a frisbee in a lake,two brown dogs are playing with a frisbee in the water,neutral,3294
a adult male in a purple suit of clothes is standing by a purple example and is playing a guitar,the adult male is putting away the guitar in the guitar example,neutral,3295
the domestic dog in the dyed red waistcoat is running in the field,the domestic dog in the red waistcoat is running in the field,entailment,3296
one young lady is jumping on the car,one girl is jumping on the car,entailment,3297
some rockers are getting airborne on a path near water and a skyline,some rockers are not getting airborne on a path near water and a skyline,contradiction,3298
a man with a helmet painted red is riding a blue motorcycle down the road,a motorcyclist with a red helmet is riding a blue motorcycle down the road,entailment,3299
a male child in a swimwear is sitting on top of a circular fountain,the male child is standing next to the opening of a fountain,neutral,3300
there is no kid playing with a water spout outdoors with the residue of his family watching,a male child is holding a hosiery next to a adult male and another male child is watching,neutral,3301
a visible light brown domestic dog is running up a street,the visible light brown domestic dog is running up a street,entailment,3302
the male child in blue is running away from the adult female in blue,a male child in blue is running away from a adult female in blue,entailment,3303
two boys are laying in the ocean close to the beach,two boys are laying in the ocean far to the beach,contradiction,3304
two dogs of different breeds are looking angrily at each other across a street,two dogs of different breeds are looking at each other across a street,entailment,3305
two bmx rockers are jumping soil ramps in front of a organic structure of water,some rockers are doing tumbling on a path near water and a skyline,neutral,3306
a adult female is amalgamating eggs,a adult female is mixing eggs,entailment,3307
a few child are jumping on a trampoline,some child are jumping on a trampoline,entailment,3308
the mortal is flying through the air on a bike,the mortal is not flying through the air on a bike,contradiction,3309
the food on the trays isnt being eaten by the kittens,the food on the trays is being eaten by the kittens,contradiction,3310
no dog is in the sand that is blowing in the wind,a dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,contradiction,3311
the brown dogs are not playfully fighting on the sandy beach,a brown domestic dog and a red domestic dog are frolicking on the beach,neutral,3312
a white car is being driven by the man,an interview is being granted by the man,neutral,3313
a blond kid is going down a microscope slide and throwing up his arms,a young girl with a bosom army tank top is raising her hands as she is sliding,neutral,3314
a domestic dog is running on the route,a adult male is running on the route,neutral,3315
a adult male with a white mustache is sitting on a balcony and is looking at the route below,a adult male is leaning on the shelf of a balcony,neutral,3316
a stone is being climbed by a mortal with a rope which is pink,one adult male is climbing a drop with a rope,entailment,3317
a dog which is large and gray is carrying a ball in its mouth and running across the grass,a dog of large size is running on the grass with a tennis ball in its mouth,neutral,3318
some boys are kneeling next to each other in front of a ball,the young boys are posing with a green association football ball in a parkland,neutral,3319
the male child is playing in the clay,there is no true cat playing with a device,neutral,3320
the white caribou wearing domestic dog ears is near a brown caribou,the white domestic dog wearing caribou ears is near a brown domestic dog,neutral,3321
a woman is snowboarding down an incline and another woman is standing behind her,there is no woman snowboarding down an incline and there is no other woman standing behind her,contradiction,3322
two boys are doing martial humanities on a blue mat,two boys in white outfits and red protective cogwheel are sparring on a mat,neutral,3323
the football game is between the feet of a male child who is lying on the grass,the little child is playing football game and falling into the grass,neutral,3324
a girl in a uniform is playing the transverse flute with a marching band,a girl in a band is playing an instrument,entailment,3325
a adult female is clumsily putting meat in a cooking pan,a adult female is putting meat in a cooking pan,entailment,3326
women are not wearing bunny girl ears and race numbers and are not pointing at something in the distance,women are wearing bunny girl ears and race numbers and are pointing at something in the distance,contradiction,3327
a adult male and a adult female are eating,a adult male and a adult female are having a conversation,neutral,3328
a adult male and two women in a darkened room are sitting at a table with candles,the group of people is sitting in a dim room,entailment,3329
some men are fighting,a group of men is fighting,entailment,3330
a adult male in blue is riding a horse on a soil route,a adult male is riding a dirty horse on a blue route,neutral,3331
the adult male dressed in leather chaps and a purple shirt is standing in front of someone lookers,a adult male is not wearing a purple shirt and black leather chaps and is posing for the photographic camera,neutral,3332
a person is cutting a capsicum into pieces,the person is not slicing a clove of garlic into pieces,entailment,3333
a box is being cut by a man,the man is cutting the tape on the box,neutral,3334
a domestic dog is walking away from a infant,a domestic dog is licking a infant,neutral,3335
a band is not playing some instruments,a adult male is playing an electronic keyboard,neutral,3336
several swimmers are jumping into the water,swimmers are racing in a lake,neutral,3337
a brown and white domestic dog is jumping in the air with a lawn tennis ball in its mouth,a ball is being caught by a domestic dog in mid air,neutral,3338
a mortal is climbing a stone with a rope which is pink,a social climber is tying a adult male to a drop with a rope,neutral,3339
a mortal is standing in a vast field of glacial water ice,one mortal is standing in a vast field of glacial water ice,entailment,3340
a adult male is slicing a tater into pieces,a adult male is not cutting a tater,contradiction,3341
a cat is playing with a watermelon,the cat isnt playing with a watermelon,contradiction,3342
a mortal in a blue jacket is jumping off of a tall cement wall,a mortal in a blue colored jacket is jumping off of a tall cement wall,entailment,3343
a infant rhinoceros is walking around a pen with its female parent,a infant rhinoceros is following an grownup rhinoceros,entailment,3344
a adult male is playing a guitar,a guitar is being played by a adult male,entailment,3345
the adult male is cutting cooked octopus,the adult female is cutting cooked octopus,neutral,3346
a kid is playing with a water spout outdoors and the residue of his family is watching,a male child is holding a hosiery next to a adult male and another male child is watching,neutral,3347
a adult male is punching a association football ball,a adult male is kicking a association football ball,neutral,3348
a small fauna is singing,a mortal is slicing some onions,neutral,3349
a adult male is mowing a lawn,a black and white domestic dog is playing with a tattered volleyball game in a brown field,neutral,3350
the piece of paper is not being cut,the piece of paper is being cut,contradiction,3351
three men are sitting on a hill and looking at the mountains and sky,some meat is being stitched together by a adult female,neutral,3352
there is no adult male holding a mark and seeking money,a bearded adult male is standing by a shopping cart and is holding a composition board mark,neutral,3353
a few men are cheerfully playing cricket,people are playing cricket,entailment,3354
a boy under an umbrella is being held by his father who is wearing a blue coat,a child is experiencing a new world,neutral,3355
butter is being chopped into a container by a adult male,a adult female is cutting shrimps,neutral,3356
mimes are performing on a small phase,mimes are performing on a phase,entailment,3357
a adult female is using a sewing machine,there is no adult female using a sewing machine,contradiction,3358
a football game participant in a red and white uniform is being lifted by two teammates,some football game players in red and white are jumping and hugging,neutral,3359
a shrimp is being cut by a adult female,a adult female is cutting shrimps,neutral,3360
a group of people are not dancing at a concert,a group of people are dancing at a concert,contradiction,3361
a adult male in a motocross uniform is wearing a helmet and rides a red bike,a mortal in a motocross uniform is wearing a helmet and rides a red bike,entailment,3362
a big domestic dog and a small white domestic dog are walking past each other,a big domestic dog and a small white domestic dog are playing together,neutral,3363
a adult male is removing the butter from a piece of breadstuff which is big,a adult male is spreading butter on a piece of breadstuff which is big,neutral,3364
a toy train is striking a toy car,a toy train is missing a toy car,contradiction,3365
a bicycle is being ridden by the little boy in a race,a young boy in a helmet is riding a bike on the road,neutral,3366
a adult male is walking along a path through a wilderness,a adult male is peeling an onion,neutral,3367
a white and brown domestic dog is walking through the water with trouble,a white and brown domestic dog is pacing through the water with trouble,entailment,3368
a few men in a competition are running outside,a adult male is leading the race,neutral,3369
a young girl in a blue unitard is jumping on the earth,a young girl in a blue unitard is jumping in the air,neutral,3370
a adult male is buttering a piece of breadstuff,a adult female is buttering a piece of breadstuff,neutral,3371
a skateboarder is jumping in the air,a adult male in a red shirt is doing a fast one with the rollerblades,neutral,3372
the girl has red hair and eyebrows several piercings in a ear and no tattoo on the back,a girl with red hair and red eyebrows is in midspeech,neutral,3373
a talented adult male is playing the guitar,a adult female is playing a guitar,neutral,3374
a transverse flute is being played by a girl,a transverse flute is being put away by a girl,contradiction,3375
a seated adult female is singing a vocal and playing the guitar,the adult male isnt lifting weights,neutral,3376
a adult male is squatting in brushwood and taking a picture,a adult female is crouching and holding a photographic camera,neutral,3377
a adult female is standing in the water at the base of operations of a falls,a adult male is standing in the water at the base of operations of a falls,neutral,3378
a laughing kid is holding a water gun and getting sprayed with water,a kid with a gun that sprays water is laughing and getting hit by other boys,neutral,3379
someone is banging a photographic camera lense against a nail,there is no one banging a photographic camera lense against a nail,contradiction,3380
the muscular black adult male is dancing and the adult male behind him is wearing green string of beads,the muscular white adult male is dancing and the adult male behind him is wearing green string of beads,neutral,3381
the adult female is picking up a kangaroo that is little,the adult female is picking up the kangaroo,entailment,3382
a girl from asia in front of a window made of bricks looks surprised,a girl is wearing a tshirt and has her mouth open,neutral,3383
a frog is being held carelessly by a man,a man is carelessly holding a frog,entailment,3384
a adult male is making a bed,a mortal is making a bed,entailment,3385
the adult male is catching a fish,a adult female is deboning a fish,neutral,3386
nobody is treading through the snowfall of the beautiful snowy landscape,some people are treading through the snowfall of the beautiful snowy landscape,contradiction,3387
some cameras are being burned by a mortal with a blow torch,the mortal is setting fire to the cameras,entailment,3388
the true cat is playing passionately with a watermelon vine,the true cat is playing with a watermelon vine,entailment,3389
the girl is carrying a mark and a group of people is following her,the girl is carrying a mark and is being followed by a group of people,entailment,3390
a bee is clinging to a yellow flower,a yellow flower is being clung to by a bee,entailment,3391
a domestic dog with a gun muzzle and a blue jacket is resting in the pace,a domestic dog with a gun muzzle and a blue jacket is running around the pace,neutral,3392
some teenage girls are dancing for the photographic camera,some teenage girls are standing still in front of the photographic camera,neutral,3393
a blonde adult male is hanging by gymnastic ropes,people are dangling from straps and kicking at each other,neutral,3394
a adult male on inline skates is skating at a skate parkland,a adult male on inline skates is skating at a parkland built for skating,entailment,3395
a girl is brushing her hair,a girl is styling her hair,entailment,3396
a adult female wearing a blue shirt and high heels is standing on the pavement next to the adult male,a adult male and a adult female are standing on the kerb,neutral,3397
one adult male is climbing a drop with a rope,a mortal with pink climbing cogwheel roped the stone,neutral,3398
the adult male at the beach is not doing a handstand on the wet sand at the border of the water,the adult male is doing a handstand on the wet sand at the border of the water at the beach,contradiction,3399
a adult male is sitting on the beach,a adult male is performing a handstand on the beach,neutral,3400
a adult male is participating in a bmx race,a adult male is not participating in a bmx race,contradiction,3401
hay is being eaten by a moo-cow,a moo-cow is eating hay,entailment,3402
the adult male in the purple hat isnt operating a photographic camera that makes picture,the adult male in the purple hat is operating a photographic camera that makes picture,contradiction,3403
a woman is playing the violin,there is no woman playing the violin,contradiction,3404
a young girl with painted human face is standing next to some other child,child are being dressed in costumes and playing a game,neutral,3405
a chef is discarding some nutrient,a chef is preparing a repast,neutral,3406
the women are not dancing outside,a group of people are dancing,neutral,3407
a man is sprinkling shredded cheese on a pizza,a man is putting seasoning on a pizza,neutral,3408
pedestrians and cars are moving through a traffic jam in a big metropolis,pedestrians and cars are moving through a traffic jam in the big metropolis,entailment,3409
a adult male is playing the guitar,an octopus is being sliced by a adult female,neutral,3410
the adult male is intensely playing the guitar,the adult male isnt intensely playing the guitar,contradiction,3411
there is no cook slicing some bell peppers,the mortal is dicing up a black pepper which is orange,contradiction,3412
there is no one typing,someone is typing on a keyboard,contradiction,3413
a adult female is tapping her fingers,a adult female is resting her fingers on a table,neutral,3414
the girl isnt jumping onto the car recklessly,one girl is jumping on the car,neutral,3415
a brown and white dog with a brown and black bandanna is running very fast,a small white dog is running across a lawn,neutral,3416
two people dressed in green and red costumes are outside on the sea-coast,two people dressed in green and red costumes are outside on the pavement,neutral,3417
a fur scarf is being held by an asian woman,an asian woman is holding a fur scarf,entailment,3418
the piece of paper is being cut,there is no paper being cut with pair of scissors,neutral,3419
a adult male is riding a horse in a sandy land,a guy is riding a horse,entailment,3420
a man is wearing a hard hat and dancing,there is no man with a hard hat dancing,contradiction,3421
a domestic dog is herding a group of white sheep on a dusty farm,a domestic dog is herding a plurality of white sheep on a dusty farm,entailment,3422
there is no girl in pink twirling a thread,the girl is wearing a white shirt and a pink skirt and is standing in front of a house,neutral,3423
a adult male is arranging the garden,a adult male is mowing a lawn,neutral,3424
a adult male is crouching and holding a photographic camera,there is no tiger rookie making a sound,neutral,3425
there are no people flipping the tires of a tractor,two men are competing in a tyre rolling race,neutral,3426
there is no adult male playing a guitar,a adult male is playing a guitar,contradiction,3427
the mortal is riding a minibike on a sandy path,a adult male is riding a minibike in the event related to motocross,neutral,3428
a person is strongly whisking eggs in a bowl,there is no woman beating two eggs in a bowl and using a whisk made of wire,contradiction,3429
a sketch plane is landing,a airplane is landing,entailment,3430
a parrot is speaking,the parrot is silent in front of the mike,contradiction,3431
a male child is happily playing the pianoforte,a pianoforte isnt being played by a adult male,neutral,3432
a black sheep is standing far from three white dogs,the white dogs are looking curiously at the black llama,neutral,3433
a dirty tan domestic dog is rolling in the soil and looking right at the photographic camera,a domestic dog is sleeping on the earth,neutral,3434
no group of people is gathering at a base at the carnival,the people are standing at a carnival,neutral,3435
the adult female in jeans is sitting on the saddle of a horse,a mortal wearing jeans is sitting on top of a horse saddle,entailment,3436
a black domestic dog is jumping off a dock into a pool,a black domestic dog is jumping on a dock into a pool,entailment,3437
the adult male is setting up the photographic camera and taking sundown pictures at the beach,the adult male is putting away the photographic camera and walks away from the beach,contradiction,3438
a mortal is cutting some ginger,an onion is being sliced by a mortal,neutral,3439
a monkey is wading through a marshland,a monkey is wading through a river,neutral,3440
a adult female is crouching down next to a domestic dog and is smiling at a little girl sitting on the pavement,a adult male is crouching down next to a domestic dog and is smiling at a little girl sitting on the pavement,neutral,3441
there is no adult male riding a horse,the mortal is riding the horse,neutral,3442
three dogs are resting on a pavement,the adult female with a knife is slicing a black pepper,neutral,3443
a kid is smiling at the photographic camera and swimming submerged,a kid is swimming submerged in a pool,neutral,3444
a domestic dog is running through the white snowfall,a domestic dog is running through the snowfall,entailment,3445
a brown and white domestic dog is jumping over a red yellow and white hurdle,a large brown true cat is jumping over a red hurdle,neutral,3446
a adult male and a young male child are riding in a yellow kayak,a adult male and a young male child are jumping off of a yellow kayak,neutral,3447
the adult male is dancing,three women are standing still,neutral,3448
two bmx rockers are jumping soil ramps in front of the water,some rockers are getting airborne on a path near water and a skyline,entailment,3449
a adult male is riding the fauna,a adult male is riding a minibike,neutral,3450
there is no woman pouring ingredients into a bowl,a woman is pouring ingredients into a bowl,contradiction,3451
a man in a blue cowboy hat is riding a white horse,a man in blue is riding a horse on a dirt road,neutral,3452
a adult male is performing a leap on a bike,a bicyclist is performing a leap on a bike,neutral,3453
a adult female is putting on make-up carefully,the band is singing,neutral,3454
a skateboarder is doing tricks on a one-half tobacco pipe,a adult male is skateboarding on a one-half tobacco pipe,entailment,3455
the muscular black adult male is dancing and the adult male behind him is wearing green string of beads,the shirtless adult male in striped shorts and shades is standing near a adult male in a white shirt and shades,neutral,3456
two men are riding an orange raft on the shore,two men are getting off of an orange raft on the shore,neutral,3457
the adult male is standing on a rocky mount and gray clouds are in the background,a black topless mortal is packing a mound of rocks and a front of clouds are in the background,neutral,3458
a black domestic dog and a small white and black domestic dog are looking up at a kitchen countertop,a large domestic dog and a small domestic dog are standing next to the kitchen counter and are sniffing,neutral,3459
a adult male is riding a minibike,a adult male is driving a minibike,entailment,3460
a adult male is playing an electric guitar,a group of people is holding drinks and pointing at the photographic camera,neutral,3461
a man is hurriedly getting into a car in a garage,a man is getting into a car,entailment,3462
a mortal is cleaning a pot of cooking oil,a mortal is pouring olive oil into a pot on the range,neutral,3463
a girl dressed in purple and blue is walking beside her motorcycle at dark,a adult female in a purple top is walking a bike between two rock columns,neutral,3464
someone is playing a pianoforte,a guitar is being played by a adult male,neutral,3465
some corndogs are being eaten by two toddlers who are in a waggon which is really small,two young child are eating corndogs,entailment,3466
a adult male is putting allium sativum on some breadstuff piece,a mortal is sprinkling seasoning on several sliced and buttered loaf of breadstuff,neutral,3467
a plump faced male child is wearing shades,a male child is wearing shades,entailment,3468
a small monkey is walking in the river,a monkey is wading through a marshland,neutral,3469
two football game players are scrambling for the ball on the judicature,two basketball game players are scrambling for the ball on the judicature,neutral,3470
a young oriental girl is standing above the crowd and is playing with a aeonium haworthii,a young oriental girl is standing above people and is playing with a aeonium haworthii,entailment,3471
the black dog is running through the grass,the black dog is not running through the grass,contradiction,3472
an octopus is being sliced by a woman,a woman is slicing an octopus,entailment,3473
a mortal in a black jacket is doing tricks on a minibike,the girl who is little is carefully combing her hair into a pony tail,neutral,3474
a adult male is untying a rope,a adult male is climbing a rope,neutral,3475
a adult male is cracking eggs,a adult male is talking to a adult female,neutral,3476
a man is playing the guitar,one man is playing the guitar,entailment,3477
there is no domestic dog leaping through snowy grass and rocks,two large dogs a visible light colored one and a dark one are running through snowy terrain,neutral,3478
a man and woman are talking,a man and a woman are silent,contradiction,3479
the lady is measuring the ankle of another woman,a woman is being measured by another woman,entailment,3480
the rhinoceros is grazing on the grass,the rhinoceros is being fed on the grass,entailment,3481
a adult male is dancing on a roof,a top fiddle participant is standing on the roof over a adult male,neutral,3482
different teams are playing football game on a field,there is no squad playing association football,neutral,3483
some women are sitting together near woven walls,three women are sitting in a settlement,neutral,3484
there is no young kid running outside over the fallen leaf,a young kid is running down a crushed rock route that is covered with dead leaf,contradiction,3485
a infant is not playing a guitar,the little male child is singing and playing the guitar,neutral,3486
a group of men is playing association football on the beach,a group of boys is playing association football on the beach,neutral,3487
a tiger is walking around with no aim,a tiger is walking around aimlessly,entailment,3488
a adult male is playing a transverse flute,there is no adult male playing an electronic keyboard,neutral,3489
a man is putting vegetables into a pot,someone is adding ingredients to a pot,entailment,3490
someone is banging the lense of a photographic camera against a nail,someone is banging a photographic camera lense against a nail,entailment,3491
a adult female is sitting near a flower bed and is overlooking a tunnel,two people are sitting on a bench,neutral,3492
a adult male is playing a guitar on phase,a bald mortal is playing a guitar,neutral,3493
there is no hiker dancing on top of the mountain,a man is on a rock high above some trees and is standing in a strange position,neutral,3494
a adult male is dancing,a adult male is speaking,neutral,3495
a adult male is doing a skateboard fast one on an outdoor parkland porch,a adult male is doing a skateboard fast one on a parkland porch,entailment,3496
two football players are scrambling for the ball on the court,a basketball player is on the court floor and another one is grabbing the ball,neutral,3497
a air current instrument is being played by a girl,a girl is playing a air current instrument,entailment,3498
a man is getting a garage for the car,a man is getting into a car,neutral,3499
an egg is being cracked into a bowl by a adult female,a adult female is cracking an egg into a bowl,entailment,3500
a adult male is not stone climbing and a metropolis and a embayment are in the background,a adult male is stone climbing and a metropolis and a embayment are in the background,contradiction,3501
a mortal is singing and playing the guitar,a adult male is passionately playing a guitar,neutral,3502
people wearing costumes are gathering in a forest and are looking in the same direction,a little girl in costume looks like a woman,neutral,3503
there is no child playing guitar,a male child is playing a guitar,contradiction,3504
there is no dog bouncing on a trampoline,a dog is jumping on a trampoline,contradiction,3505
three boys are rocking the walk along the river,the men in brown shorts are walking on the rocks beside a river,neutral,3506
some ingredients are being mixed in a bowl by a mortal,some ingredients are being separated in a bowl by a mortal,neutral,3507
there is no adult male playing a guitar,a adult male is playing a pianoforte,neutral,3508
several women are wearing pink bunny girl ears and are pointing to the right,women are not wearing bunny girl ears and race numbers and are not pointing at something in the distance,contradiction,3509
boys are dancing in front of some people,young men are dancing in front of some people,neutral,3510
a adult male is sitting comfortably at a table,a adult male wearing a dyed black shirt is sitting at the table and laughing,neutral,3511
there is no adult male in a suit of clothes standing at a mike and singing,a adult male in a suit of clothes is standing at a mike and singing,contradiction,3512
a mortal is bowling the ingredients to the adult male at the social,some ingredients are being mixed in a bowl by a mortal,neutral,3513
there is no adult male playing guitar next to a drummer,a adult male is playing guitar next to a drummer,contradiction,3514
a mortal is chopping an onion,a mortal is riding an old bike,neutral,3515
the nutrient on the trays is being eaten by the kittens,some kittens are eating,entailment,3516
the adult male is carelessly smearing butter on a piece of allium sativum breadstuff,the adult male isnt smearing butter on breadstuff,contradiction,3517
a man is climbing a rope,there is no man holding a mask in his raised hand,neutral,3518
a adult male is playing a guitar,there is no adult male playing a guitar,contradiction,3519
a girl in white is dancing,a girl is wearing white dress and is dancing,entailment,3520
a man is slowly trekking in the woods,the man is hiking in the woods,entailment,3521
the young boys are playing outdoors and the adult male is smiling nearby,the child are playing outdoors near a adult male with a smile,entailment,3522
a black helmet is being worn by a adult male who is pushing a bike,one adult male is wearing a black helmet and pushing a bike,entailment,3523
a man is passionately playing the guitar,a man is playing the guitar,entailment,3524
a adult male is sitting peacefully on a boat in front of the sundown near a flag,a adult male is sitting on a boat in face of the sundown near a flag,entailment,3525
the blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,the little girl is smiling and wearing a fake nose and glasses,entailment,3526
a adult male is eating a banana tree,the adult male is not eating a banana tree by a tree,neutral,3527
a brown and white domestic dog with a brown and black bandana is running very fast,a small white domestic dog is running in a lawn,neutral,3528
a adult male with no shirt is holding a football game,a football game is being held by a adult male with no shirt,entailment,3529
the adult male is pouring some oil on the tomatoes,somebody is pouring tomato oil on the adult male,neutral,3530
people wearing costumes are gathering in a wood and are looking in the same way,masked people are looking in the same way in a wood,entailment,3531
the adult male is training,the adult male is doing exercises,neutral,3532
a adult male is wearing a beret and is riding the bike on a diversion trail,an old adult male with a grey whiskers is not riding a motorcycle,neutral,3533
a football game participant in a red and white uniform is being lifted by two teammates,there are no football game players in red and white jumping and hugging each other,neutral,3534
the adult male is adding seasoning to the water in a bowl,the adult male is seasoning the meat,neutral,3535
a male child is jumping off the side of a rock water fountain in front of a building,a male child in a striped shirt is jumping behind a water fountain,neutral,3536
a adult male is singing and playing a musical instrument,a adult male is playing a guitar,neutral,3537
the little girl in a pink shirt is running under a tree in the desert,a girl is running with a pink shirt and is not wearing jeans,neutral,3538
men in costumes are walking around in the street,people in costumes are walking around in the street,entailment,3539
a mortal is not stirring vegetables in a pot,a mortal is stirring vegetables in a pot,contradiction,3540
a black man is skillfully break dancing on the pavement,a black man is break dancing on the pavement,entailment,3541
someone is playing with a frog,someone is playing with a toad,neutral,3542
a brown domestic dog is running in the snowfall,a domestic dog is running through the white snowfall,entailment,3543
dogs are racing on a path,there is no domestic dog racing on a path,contradiction,3544
the adult male is not kick boxing with a trainer,the adult male is kick boxing with a trainer,contradiction,3545
a adult male is not drawing on a digital dry wipe out board,a adult male is drawing some figures,neutral,3546
three men are lying on a hill and looking at the mountains and sky,three hikers are sitting on a mountainside and looking at the view with a pair of binoculars,neutral,3547
someone is playing pianoforte,a keyboard is being played by a mortal,neutral,3548
a group of asian girls are standing together,the group of asian girls are standing together,entailment,3549
a surfboarder is riding the moving ridge,there is no adult female in a yellow shirt surfing on a pink surfboard,neutral,3550
the domestic dog has its head inside a red and green gift bag,a domestic dog has its head inside a red and green gift bag,entailment,3551
two men are holding fishing poles,two men are standing near the water and are holding tools used for fishing,neutral,3552
a skateboarder is jumping off a ramp,a skateboarder is making a jump off a ramp,entailment,3553
the adult female is not handling a toad,a adult male is holding a toad,neutral,3554
a lemon is being squeezed by a woman,a woman is squeezing a lemon,entailment,3555
two people are sitting on a parkland bench on a sunny solar day,two people are sitting on a parkland bench on a rainy solar day,neutral,3556
there is no adult male walking outside,a adult male is dancing,neutral,3557
a domestic dog is jumping on a trampoline,a domestic dog is bouncing on a trampoline,entailment,3558
the brown domestic dog and the black domestic dog are in the grass,a brown domestic dog and a black domestic dog are in the grass,entailment,3559
the white domestic dog wearing caribou ears is near a brown domestic dog,the white domestic dog is not wearing caribou ears and isnt near a brown domestic dog,contradiction,3560
a infant is not playing a guitar,a infant is playing a guitar,contradiction,3561
the adult female is holding a whole tomato,the lady is slicing a tomato,neutral,3562
a adult female is putting make-up on,the adult female is putting make-up on,entailment,3563
a adult male is drawing some figures,a mortal is drawing some figures,entailment,3564
a adult male is in a parking lot and is playing lawn tennis against a large wall,there is no adult male pointing at a car,neutral,3565
a grey domestic dog is bouncing a association football ball on its head in a grass field,a grey domestic dog is bouncing a association football ball on its head on a lawn,entailment,3566
a adult female is performing a fast one on a incline with a bike,a adult female is performing a fast one on a incline with a car,neutral,3567
a kid is wearing a yellow jacket and is jumping down from a stone,a young male child is jumping into water,neutral,3568
a snowboarder is doing a somerset over a hill of snowfall,there is nobody jumping in the air on a board,neutral,3569
some children are jumping off a trampoline,two boy are playing on a trampoline,neutral,3570
a adult female is riding a horse,a horse is being ridden by a adult female,entailment,3571
